Encoded,mRd,vRd,mRd_plus,mRd_minus,vRd_plus,vRd_minus,C,Length,product_name,Thickness,Type,M-type,V-type,REI-type,CV-type,X-type,Height,Type Number
XT-D-MM1-VV1.2-REI120-CV35-X120-H160-6.0,"±14,6","±28,2",14.6,14.6,28.2,28.2,C25/30,L500,XT-D-MM1-VV1.2-REI120-CV35-X120-H160-L500-6.0,XT,D,MM1,VV1.2,REI120,CV35,X120,H160,6.0
XT-D-MM1-VV2-REI120-CV35-X120-H160-6.0,"±6,9","±21,2",6.9,6.9,21.2,21.2,C25/30,L500,XT-D-MM1-VV2-REI120-CV35-X120-H160-L500-6.0,XT,D,MM1,VV2,REI120,CV35,X120,H160,6.0
XT-D-MM1-VV2.2-REI120-CV35-X120-H160-6.0,"±13,8","±42,4",13.8,13.8,42.4,42.4,C25/30,L500,XT-D-MM1-VV2.2-REI120-CV35-X120-H160-L500-6.0,XT,D,MM1,VV2.2,REI120,CV35,X120,H160,6.0
XT-D-MM1-VV1.2-REI120-CV50-X120-H200-6.0,"±15,6","±28,2",15.6,15.6,28.2,28.2,C25/30,L500,XT-D-MM1-VV1.2-REI120-CV50-X120-H200-L500-6.0,XT,D,MM1,VV1.2,REI120,CV50,X120,H200,6.0
XT-D-MM1-VV2-REI120-CV50-X120-H200-6.0,"±7,3","±21,2",7.3,7.3,21.2,21.2,C25/30,L500,XT-D-MM1-VV2-REI120-CV50-X120-H200-L500-6.0,XT,D,MM1,VV2,REI120,CV50,X120,H200,6.0
XT-D-MM1-VV2.2-REI120-CV50-X120-H200-6.0,"±14,6","±42,4",14.6,14.6,42.4,42.4,C25/30,L500,XT-D-MM1-VV2.2-REI120-CV50-X120-H200-L500-6.0,XT,D,MM1,VV2.2,REI120,CV50,X120,H200,6.0
XT-D-MM1-VV1.2-REI120-CV35-X120-H170-6.0,"±16,4","±28,2",16.4,16.4,28.2,28.2,C25/30,L500,XT-D-MM1-VV1.2-REI120-CV35-X120-H170-L500-6.0,XT,D,MM1,VV1.2,REI120,CV35,X120,H170,6.0
XT-D-MM1-VV2-REI120-CV35-X120-H170-6.0,"±7,7","±21,2",7.7,7.7,21.2,21.2,C25/30,L500,XT-D-MM1-VV2-REI120-CV35-X120-H170-L500-6.0,XT,D,MM1,VV2,REI120,CV35,X120,H170,6.0
XT-D-MM1-VV2.2-REI120-CV35-X120-H170-6.0,"±15,4","±42,4",15.4,15.4,42.4,42.4,C25/30,L500,XT-D-MM1-VV2.2-REI120-CV35-X120-H170-L500-6.0,XT,D,MM1,VV2.2,REI120,CV35,X120,H170,6.0
XT-D-MM1-VV3-REI120-CV35-X120-H170-6.0,"±6,6","±37,6",6.6,6.6,37.6,37.6,C25/30,L500,XT-D-MM1-VV3-REI120-CV35-X120-H170-L500-6.0,XT,D,MM1,VV3,REI120,CV35,X120,H170,6.0
XT-D-MM1-VV3.2-REI120-CV35-X120-H170-6.0,"±13,2","±75,2",13.2,13.2,75.2,75.2,C25/30,L500,XT-D-MM1-VV3.2-REI120-CV35-X120-H170-L500-6.0,XT,D,MM1,VV3.2,REI120,CV35,X120,H170,6.0
XT-D-MM1-VV1.2-REI120-CV50-X120-H210-6.0,"±17,4","±28,2",17.4,17.4,28.2,28.2,C25/30,L500,XT-D-MM1-VV1.2-REI120-CV50-X120-H210-L500-6.0,XT,D,MM1,VV1.2,REI120,CV50,X120,H210,6.0
XT-D-MM1-VV2-REI120-CV50-X120-H210-6.0,"±8,2","±21,2",8.2,8.2,21.2,21.2,C25/30,L500,XT-D-MM1-VV2-REI120-CV50-X120-H210-L500-6.0,XT,D,MM1,VV2,REI120,CV50,X120,H210,6.0
XT-D-MM1-VV2.2-REI120-CV50-X120-H210-6.0,"±16,4","±42,4",16.4,16.4,42.4,42.4,C25/30,L500,XT-D-MM1-VV2.2-REI120-CV50-X120-H210-L500-6.0,XT,D,MM1,VV2.2,REI120,CV50,X120,H210,6.0
XT-D-MM1-VV3-REI120-CV50-X120-H210-6.0,"±7,0","±37,6",7.0,7.0,37.6,37.6,C25/30,L500,XT-D-MM1-VV3-REI120-CV50-X120-H210-L500-6.0,XT,D,MM1,VV3,REI120,CV50,X120,H210,6.0
XT-D-MM1-VV3.2-REI120-CV50-X120-H210-6.0,"±14,0","±75,2",14.0,14.0,75.2,75.2,C25/30,L500,XT-D-MM1-VV3.2-REI120-CV50-X120-H210-L500-6.0,XT,D,MM1,VV3.2,REI120,CV50,X120,H210,6.0
XT-D-MM1-VV1.2-REI120-CV35-X120-H180-6.0,"±18,2","±28,2",18.2,18.2,28.2,28.2,C25/30,L500,XT-D-MM1-VV1.2-REI120-CV35-X120-H180-L500-6.0,XT,D,MM1,VV1.2,REI120,CV35,X120,H180,6.0
XT-D-MM1-VV2-REI120-CV35-X120-H180-6.0,"±8,6","±21,2",8.6,8.6,21.2,21.2,C25/30,L500,XT-D-MM1-VV2-REI120-CV35-X120-H180-L500-6.0,XT,D,MM1,VV2,REI120,CV35,X120,H180,6.0
XT-D-MM1-VV2.2-REI120-CV35-X120-H180-6.0,"±17,2","±42,4",17.2,17.2,42.4,42.4,C25/30,L500,XT-D-MM1-VV2.2-REI120-CV35-X120-H180-L500-6.0,XT,D,MM1,VV2.2,REI120,CV35,X120,H180,6.0
XT-D-MM1-VV3-REI120-CV35-X120-H180-6.0,"±7,4","±37,6",7.4,7.4,37.6,37.6,C25/30,L500,XT-D-MM1-VV3-REI120-CV35-X120-H180-L500-6.0,XT,D,MM1,VV3,REI120,CV35,X120,H180,6.0
XT-D-MM1-VV3.2-REI120-CV35-X120-H180-6.0,"±14,8","±75,2",14.8,14.8,75.2,75.2,C25/30,L500,XT-D-MM1-VV3.2-REI120-CV35-X120-H180-L500-6.0,XT,D,MM1,VV3.2,REI120,CV35,X120,H180,6.0
XT-D-MM1-VV1.2-REI120-CV50-X120-H220-6.0,"±19,0","±28,2",19.0,19.0,28.2,28.2,C25/30,L500,XT-D-MM1-VV1.2-REI120-CV50-X120-H220-L500-6.0,XT,D,MM1,VV1.2,REI120,CV50,X120,H220,6.0
XT-D-MM1-VV2-REI120-CV50-X120-H220-6.0,"±9,0","±21,2",9.0,9.0,21.2,21.2,C25/30,L500,XT-D-MM1-VV2-REI120-CV50-X120-H220-L500-6.0,XT,D,MM1,VV2,REI120,CV50,X120,H220,6.0
XT-D-MM1-VV2.2-REI120-CV50-X120-H220-6.0,"±18,0","±42,4",18.0,18.0,42.4,42.4,C25/30,L500,XT-D-MM1-VV2.2-REI120-CV50-X120-H220-L500-6.0,XT,D,MM1,VV2.2,REI120,CV50,X120,H220,6.0
XT-D-MM1-VV3-REI120-CV50-X120-H220-6.0,"±7,7","±37,6",7.7,7.7,37.6,37.6,C25/30,L500,XT-D-MM1-VV3-REI120-CV50-X120-H220-L500-6.0,XT,D,MM1,VV3,REI120,CV50,X120,H220,6.0
XT-D-MM1-VV3.2-REI120-CV50-X120-H220-6.0,"±15,4","±75,2",15.4,15.4,75.2,75.2,C25/30,L500,XT-D-MM1-VV3.2-REI120-CV50-X120-H220-L500-6.0,XT,D,MM1,VV3.2,REI120,CV50,X120,H220,6.0
XT-D-MM1-VV1.2-REI120-CV35-X120-H190-6.0,"±20,0","±28,2",20.0,20.0,28.2,28.2,C25/30,L500,XT-D-MM1-VV1.2-REI120-CV35-X120-H190-L500-6.0,XT,D,MM1,VV1.2,REI120,CV35,X120,H190,6.0
XT-D-MM1-VV2-REI120-CV35-X120-H190-6.0,"±9,4","±21,2",9.4,9.4,21.2,21.2,C25/30,L500,XT-D-MM1-VV2-REI120-CV35-X120-H190-L500-6.0,XT,D,MM1,VV2,REI120,CV35,X120,H190,6.0
XT-D-MM1-VV2.2-REI120-CV35-X120-H190-6.0,"±18,8","±42,4",18.8,18.8,42.4,42.4,C25/30,L500,XT-D-MM1-VV2.2-REI120-CV35-X120-H190-L500-6.0,XT,D,MM1,VV2.2,REI120,CV35,X120,H190,6.0
XT-D-MM1-VV3-REI120-CV35-X120-H190-6.0,"±8,1","±37,6",8.1,8.1,37.6,37.6,C25/30,L500,XT-D-MM1-VV3-REI120-CV35-X120-H190-L500-6.0,XT,D,MM1,VV3,REI120,CV35,X120,H190,6.0
XT-D-MM1-VV3.2-REI120-CV35-X120-H190-6.0,"±16,2","±75,2",16.2,16.2,75.2,75.2,C25/30,L500,XT-D-MM1-VV3.2-REI120-CV35-X120-H190-L500-6.0,XT,D,MM1,VV3.2,REI120,CV35,X120,H190,6.0
XT-D-MM1-VV1.2-REI120-CV50-X120-H230-6.0,"±20,8","±28,2",20.8,20.8,28.2,28.2,C25/30,L500,XT-D-MM1-VV1.2-REI120-CV50-X120-H230-L500-6.0,XT,D,MM1,VV1.2,REI120,CV50,X120,H230,6.0
XT-D-MM1-VV2-REI120-CV50-X120-H230-6.0,"±9,8","±21,2",9.8,9.8,21.2,21.2,C25/30,L500,XT-D-MM1-VV2-REI120-CV50-X120-H230-L500-6.0,XT,D,MM1,VV2,REI120,CV50,X120,H230,6.0
XT-D-MM1-VV2.2-REI120-CV50-X120-H230-6.0,"±19,6","±42,4",19.6,19.6,42.4,42.4,C25/30,L500,XT-D-MM1-VV2.2-REI120-CV50-X120-H230-L500-6.0,XT,D,MM1,VV2.2,REI120,CV50,X120,H230,6.0
XT-D-MM1-VV3-REI120-CV50-X120-H230-6.0,"±8,4","±37,6",8.4,8.4,37.6,37.6,C25/30,L500,XT-D-MM1-VV3-REI120-CV50-X120-H230-L500-6.0,XT,D,MM1,VV3,REI120,CV50,X120,H230,6.0
XT-D-MM1-VV3.2-REI120-CV50-X120-H230-6.0,"±16,8","±75,2",16.8,16.8,75.2,75.2,C25/30,L500,XT-D-MM1-VV3.2-REI120-CV50-X120-H230-L500-6.0,XT,D,MM1,VV3.2,REI120,CV50,X120,H230,6.0
XT-D-MM1-VV1.2-REI120-CV35-X120-H200-6.0,"±21,8","±28,2",21.8,21.8,28.2,28.2,C25/30,L500,XT-D-MM1-VV1.2-REI120-CV35-X120-H200-L500-6.0,XT,D,MM1,VV1.2,REI120,CV35,X120,H200,6.0
XT-D-MM1-VV2-REI120-CV35-X120-H200-6.0,"±10,2","±21,2",10.2,10.2,21.2,21.2,C25/30,L500,XT-D-MM1-VV2-REI120-CV35-X120-H200-L500-6.0,XT,D,MM1,VV2,REI120,CV35,X120,H200,6.0
XT-D-MM1-VV2.2-REI120-CV35-X120-H200-6.0,"±20,4","±42,4",20.4,20.4,42.4,42.4,C25/30,L500,XT-D-MM1-VV2.2-REI120-CV35-X120-H200-L500-6.0,XT,D,MM1,VV2.2,REI120,CV35,X120,H200,6.0
XT-D-MM1-VV3-REI120-CV35-X120-H200-6.0,"±8,8","±37,6",8.8,8.8,37.6,37.6,C25/30,L500,XT-D-MM1-VV3-REI120-CV35-X120-H200-L500-6.0,XT,D,MM1,VV3,REI120,CV35,X120,H200,6.0
XT-D-MM1-VV3.2-REI120-CV35-X120-H200-6.0,"±17,6","±75,2",17.6,17.6,75.2,75.2,C25/30,L500,XT-D-MM1-VV3.2-REI120-CV35-X120-H200-L500-6.0,XT,D,MM1,VV3.2,REI120,CV35,X120,H200,6.0
XT-D-MM1-VV1.2-REI120-CV50-X120-H240-6.0,"±22,6","±28,2",22.6,22.6,28.2,28.2,C25/30,L500,XT-D-MM1-VV1.2-REI120-CV50-X120-H240-L500-6.0,XT,D,MM1,VV1.2,REI120,CV50,X120,H240,6.0
XT-D-MM1-VV2-REI120-CV50-X120-H240-6.0,"±10,7","±21,2",10.7,10.7,21.2,21.2,C25/30,L500,XT-D-MM1-VV2-REI120-CV50-X120-H240-L500-6.0,XT,D,MM1,VV2,REI120,CV50,X120,H240,6.0
XT-D-MM1-VV2.2-REI120-CV50-X120-H240-6.0,"±21,4","±42,4",21.4,21.4,42.4,42.4,C25/30,L500,XT-D-MM1-VV2.2-REI120-CV50-X120-H240-L500-6.0,XT,D,MM1,VV2.2,REI120,CV50,X120,H240,6.0
XT-D-MM1-VV3-REI120-CV50-X120-H240-6.0,"±9,2","±37,6",9.2,9.2,37.6,37.6,C25/30,L500,XT-D-MM1-VV3-REI120-CV50-X120-H240-L500-6.0,XT,D,MM1,VV3,REI120,CV50,X120,H240,6.0
XT-D-MM1-VV3.2-REI120-CV50-X120-H240-6.0,"±18,4","±75,2",18.4,18.4,75.2,75.2,C25/30,L500,XT-D-MM1-VV3.2-REI120-CV50-X120-H240-L500-6.0,XT,D,MM1,VV3.2,REI120,CV50,X120,H240,6.0
XT-D-MM1-VV1.2-REI120-CV35-X120-H210-6.0,"±23,4","±28,2",23.4,23.4,28.2,28.2,C25/30,L500,XT-D-MM1-VV1.2-REI120-CV35-X120-H210-L500-6.0,XT,D,MM1,VV1.2,REI120,CV35,X120,H210,6.0
XT-D-MM1-VV2-REI120-CV35-X120-H210-6.0,"±11,1","±21,2",11.1,11.1,21.2,21.2,C25/30,L500,XT-D-MM1-VV2-REI120-CV35-X120-H210-L500-6.0,XT,D,MM1,VV2,REI120,CV35,X120,H210,6.0
XT-D-MM1-VV2.2-REI120-CV35-X120-H210-6.0,"±22,2","±42,4",22.2,22.2,42.4,42.4,C25/30,L500,XT-D-MM1-VV2.2-REI120-CV35-X120-H210-L500-6.0,XT,D,MM1,VV2.2,REI120,CV35,X120,H210,6.0
XT-D-MM1-VV3-REI120-CV35-X120-H210-6.0,"±9,5","±37,6",9.5,9.5,37.6,37.6,C25/30,L500,XT-D-MM1-VV3-REI120-CV35-X120-H210-L500-6.0,XT,D,MM1,VV3,REI120,CV35,X120,H210,6.0
XT-D-MM1-VV3.2-REI120-CV35-X120-H210-6.0,"±19,0","±75,2",19.0,19.0,75.2,75.2,C25/30,L500,XT-D-MM1-VV3.2-REI120-CV35-X120-H210-L500-6.0,XT,D,MM1,VV3.2,REI120,CV35,X120,H210,6.0
XT-D-MM1-VV1.2-REI120-CV50-X120-H250-6.0,"±24,4","±28,2",24.4,24.4,28.2,28.2,C25/30,L500,XT-D-MM1-VV1.2-REI120-CV50-X120-H250-L500-6.0,XT,D,MM1,VV1.2,REI120,CV50,X120,H250,6.0
XT-D-MM1-VV2-REI120-CV50-X120-H250-6.0,"±11,5","±21,2",11.5,11.5,21.2,21.2,C25/30,L500,XT-D-MM1-VV2-REI120-CV50-X120-H250-L500-6.0,XT,D,MM1,VV2,REI120,CV50,X120,H250,6.0
XT-D-MM1-VV2.2-REI120-CV50-X120-H250-6.0,"±23,0","±42,4",23.0,23.0,42.4,42.4,C25/30,L500,XT-D-MM1-VV2.2-REI120-CV50-X120-H250-L500-6.0,XT,D,MM1,VV2.2,REI120,CV50,X120,H250,6.0
XT-D-MM1-VV3-REI120-CV50-X120-H250-6.0,"±9,9","±37,6",9.9,9.9,37.6,37.6,C25/30,L500,XT-D-MM1-VV3-REI120-CV50-X120-H250-L500-6.0,XT,D,MM1,VV3,REI120,CV50,X120,H250,6.0
XT-D-MM1-VV3.2-REI120-CV50-X120-H250-6.0,"±19,8","±75,2",19.8,19.8,75.2,75.2,C25/30,L500,XT-D-MM1-VV3.2-REI120-CV50-X120-H250-L500-6.0,XT,D,MM1,VV3.2,REI120,CV50,X120,H250,6.0
XT-D-MM1-VV1.2-REI120-CV35-X120-H220-6.0,"±25,2","±28,2",25.2,25.2,28.2,28.2,C25/30,L500,XT-D-MM1-VV1.2-REI120-CV35-X120-H220-L500-6.0,XT,D,MM1,VV1.2,REI120,CV35,X120,H220,6.0
XT-D-MM1-VV2-REI120-CV35-X120-H220-6.0,"±11,9","±21,2",11.9,11.9,21.2,21.2,C25/30,L500,XT-D-MM1-VV2-REI120-CV35-X120-H220-L500-6.0,XT,D,MM1,VV2,REI120,CV35,X120,H220,6.0
XT-D-MM1-VV2.2-REI120-CV35-X120-H220-6.0,"±23,8","±42,4",23.8,23.8,42.4,42.4,C25/30,L500,XT-D-MM1-VV2.2-REI120-CV35-X120-H220-L500-6.0,XT,D,MM1,VV2.2,REI120,CV35,X120,H220,6.0
XT-D-MM1-VV3-REI120-CV35-X120-H220-6.0,"±10,2","±37,6",10.2,10.2,37.6,37.6,C25/30,L500,XT-D-MM1-VV3-REI120-CV35-X120-H220-L500-6.0,XT,D,MM1,VV3,REI120,CV35,X120,H220,6.0
XT-D-MM1-VV3.2-REI120-CV35-X120-H220-6.0,"±20,4","±75,2",20.4,20.4,75.2,75.2,C25/30,L500,XT-D-MM1-VV3.2-REI120-CV35-X120-H220-L500-6.0,XT,D,MM1,VV3.2,REI120,CV35,X120,H220,6.0
XT-D-MM1-VV1.2-REI120-CV35-X120-H230-6.0,"±27,0","±28,2",27.0,27.0,28.2,28.2,C25/30,L500,XT-D-MM1-VV1.2-REI120-CV35-X120-H230-L500-6.0,XT,D,MM1,VV1.2,REI120,CV35,X120,H230,6.0
XT-D-MM1-VV2-REI120-CV35-X120-H230-6.0,"±12,7","±21,2",12.7,12.7,21.2,21.2,C25/30,L500,XT-D-MM1-VV2-REI120-CV35-X120-H230-L500-6.0,XT,D,MM1,VV2,REI120,CV35,X120,H230,6.0
XT-D-MM1-VV2.2-REI120-CV35-X120-H230-6.0,"±25,4","±42,4",25.4,25.4,42.4,42.4,C25/30,L500,XT-D-MM1-VV2.2-REI120-CV35-X120-H230-L500-6.0,XT,D,MM1,VV2.2,REI120,CV35,X120,H230,6.0
XT-D-MM1-VV3-REI120-CV35-X120-H230-6.0,"±10,9","±37,6",10.9,10.9,37.6,37.6,C25/30,L500,XT-D-MM1-VV3-REI120-CV35-X120-H230-L500-6.0,XT,D,MM1,VV3,REI120,CV35,X120,H230,6.0
XT-D-MM1-VV3.2-REI120-CV35-X120-H230-6.0,"±21,8","±75,2",21.8,21.8,75.2,75.2,C25/30,L500,XT-D-MM1-VV3.2-REI120-CV35-X120-H230-L500-6.0,XT,D,MM1,VV3.2,REI120,CV35,X120,H230,6.0
XT-D-MM1-VV1.2-REI120-CV35-X120-H240-6.0,"±28,8","±28,2",28.8,28.8,28.2,28.2,C25/30,L500,XT-D-MM1-VV1.2-REI120-CV35-X120-H240-L500-6.0,XT,D,MM1,VV1.2,REI120,CV35,X120,H240,6.0
XT-D-MM1-VV2-REI120-CV35-X120-H240-6.0,"±13,6","±21,2",13.6,13.6,21.2,21.2,C25/30,L500,XT-D-MM1-VV2-REI120-CV35-X120-H240-L500-6.0,XT,D,MM1,VV2,REI120,CV35,X120,H240,6.0
XT-D-MM1-VV2.2-REI120-CV35-X120-H240-6.0,"±27,2","±42,4",27.2,27.2,42.4,42.4,C25/30,L500,XT-D-MM1-VV2.2-REI120-CV35-X120-H240-L500-6.0,XT,D,MM1,VV2.2,REI120,CV35,X120,H240,6.0
XT-D-MM1-VV3-REI120-CV35-X120-H240-6.0,"±11,7","±37,6",11.7,11.7,37.6,37.6,C25/30,L500,XT-D-MM1-VV3-REI120-CV35-X120-H240-L500-6.0,XT,D,MM1,VV3,REI120,CV35,X120,H240,6.0
XT-D-MM1-VV3.2-REI120-CV35-X120-H240-6.0,"±23,4","±75,2",23.4,23.4,75.2,75.2,C25/30,L500,XT-D-MM1-VV3.2-REI120-CV35-X120-H240-L500-6.0,XT,D,MM1,VV3.2,REI120,CV35,X120,H240,6.0
XT-D-MM1-VV1.2-REI120-CV35-X120-H250-6.0,"±30,6","±28,2",30.6,30.6,28.2,28.2,C25/30,L500,XT-D-MM1-VV1.2-REI120-CV35-X120-H250-L500-6.0,XT,D,MM1,VV1.2,REI120,CV35,X120,H250,6.0
XT-D-MM1-VV2-REI120-CV35-X120-H250-6.0,"±14,4","±21,2",14.4,14.4,21.2,21.2,C25/30,L500,XT-D-MM1-VV2-REI120-CV35-X120-H250-L500-6.0,XT,D,MM1,VV2,REI120,CV35,X120,H250,6.0
XT-D-MM1-VV2.2-REI120-CV35-X120-H250-6.0,"±28,8","±42,4",28.8,28.8,42.4,42.4,C25/30,L500,XT-D-MM1-VV2.2-REI120-CV35-X120-H250-L500-6.0,XT,D,MM1,VV2.2,REI120,CV35,X120,H250,6.0
XT-D-MM1-VV3-REI120-CV35-X120-H250-6.0,"±12,4","±37,6",12.4,12.4,37.6,37.6,C25/30,L500,XT-D-MM1-VV3-REI120-CV35-X120-H250-L500-6.0,XT,D,MM1,VV3,REI120,CV35,X120,H250,6.0
XT-D-MM1-VV3.2-REI120-CV35-X120-H250-6.0,"±24,8","±75,2",24.8,24.8,75.2,75.2,C25/30,L500,XT-D-MM1-VV3.2-REI120-CV35-X120-H250-L500-6.0,XT,D,MM1,VV3.2,REI120,CV35,X120,H250,6.0
XT-D-MM2-VV1.2-REI120-CV35-X120-H160-6.0,"±22,0","±42,4",22.0,22.0,42.4,42.4,C25/30,L500,XT-D-MM2-VV1.2-REI120-CV35-X120-H160-L500-6.0,XT,D,MM2,VV1.2,REI120,CV35,X120,H160,6.0
XT-D-MM2-VV1.2-REI120-CV50-X120-H200-6.0,"±23,4","±42,4",23.4,23.4,42.4,42.4,C25/30,L500,XT-D-MM2-VV1.2-REI120-CV50-X120-H200-L500-6.0,XT,D,MM2,VV1.2,REI120,CV50,X120,H200,6.0
XT-D-MM2-VV1.2-REI120-CV35-X120-H170-6.0,"±24,6","±42,4",24.6,24.6,42.4,42.4,C25/30,L500,XT-D-MM2-VV1.2-REI120-CV35-X120-H170-L500-6.0,XT,D,MM2,VV1.2,REI120,CV35,X120,H170,6.0
XT-D-MM2-VV2-REI120-CV35-X120-H170-6.0,"±11,2","±37,6",11.2,11.2,37.6,37.6,C25/30,L500,XT-D-MM2-VV2-REI120-CV35-X120-H170-L500-6.0,XT,D,MM2,VV2,REI120,CV35,X120,H170,6.0
XT-D-MM2-VV2.2-REI120-CV35-X120-H170-6.0,"±22,4","±75,2",22.4,22.4,75.2,75.2,C25/30,L500,XT-D-MM2-VV2.2-REI120-CV35-X120-H170-L500-6.0,XT,D,MM2,VV2.2,REI120,CV35,X120,H170,6.0
XT-D-MM2-VV1.2-REI120-CV50-X120-H210-6.0,"±26,0","±42,4",26.0,26.0,42.4,42.4,C25/30,L500,XT-D-MM2-VV1.2-REI120-CV50-X120-H210-L500-6.0,XT,D,MM2,VV1.2,REI120,CV50,X120,H210,6.0
XT-D-MM2-VV2-REI120-CV50-X120-H210-6.0,"±11,8","±37,6",11.8,11.8,37.6,37.6,C25/30,L500,XT-D-MM2-VV2-REI120-CV50-X120-H210-L500-6.0,XT,D,MM2,VV2,REI120,CV50,X120,H210,6.0
XT-D-MM2-VV2.2-REI120-CV50-X120-H210-6.0,"±23,6","±75,2",23.6,23.6,75.2,75.2,C25/30,L500,XT-D-MM2-VV2.2-REI120-CV50-X120-H210-L500-6.0,XT,D,MM2,VV2.2,REI120,CV50,X120,H210,6.0
XT-D-MM2-VV1.2-REI120-CV35-X120-H180-6.0,"±27,2","±42,4",27.2,27.2,42.4,42.4,C25/30,L500,XT-D-MM2-VV1.2-REI120-CV35-X120-H180-L500-6.0,XT,D,MM2,VV1.2,REI120,CV35,X120,H180,6.0
XT-D-MM2-VV2-REI120-CV35-X120-H180-6.0,"±12,4","±37,6",12.4,12.4,37.6,37.6,C25/30,L500,XT-D-MM2-VV2-REI120-CV35-X120-H180-L500-6.0,XT,D,MM2,VV2,REI120,CV35,X120,H180,6.0
XT-D-MM2-VV2.2-REI120-CV35-X120-H180-6.0,"±24,8","±75,2",24.8,24.8,75.2,75.2,C25/30,L500,XT-D-MM2-VV2.2-REI120-CV35-X120-H180-L500-6.0,XT,D,MM2,VV2.2,REI120,CV35,X120,H180,6.0
XT-D-MM2-VV3-REI120-CV35-X120-H180-6.0,"±10,9","±58,8",10.9,10.9,58.8,58.8,C25/30,L500,XT-D-MM2-VV3-REI120-CV35-X120-H180-L500-6.0,XT,D,MM2,VV3,REI120,CV35,X120,H180,6.0
XT-D-MM2-VV3.2-REI120-CV35-X120-H180-6.0,"±21,8","±117,6",21.8,21.8,117.6,117.6,C25/30,L500,XT-D-MM2-VV3.2-REI120-CV35-X120-H180-L500-6.0,XT,D,MM2,VV3.2,REI120,CV35,X120,H180,6.0
XT-D-MM2-VV1.2-REI120-CV50-X120-H220-6.0,"±28,6","±42,4",28.6,28.6,42.4,42.4,C25/30,L500,XT-D-MM2-VV1.2-REI120-CV50-X120-H220-L500-6.0,XT,D,MM2,VV1.2,REI120,CV50,X120,H220,6.0
XT-D-MM2-VV2-REI120-CV50-X120-H220-6.0,"±13,0","±37,6",13.0,13.0,37.6,37.6,C25/30,L500,XT-D-MM2-VV2-REI120-CV50-X120-H220-L500-6.0,XT,D,MM2,VV2,REI120,CV50,X120,H220,6.0
XT-D-MM2-VV2.2-REI120-CV50-X120-H220-6.0,"±26,0","±75,2",26.0,26.0,75.2,75.2,C25/30,L500,XT-D-MM2-VV2.2-REI120-CV50-X120-H220-L500-6.0,XT,D,MM2,VV2.2,REI120,CV50,X120,H220,6.0
XT-D-MM2-VV3-REI120-CV50-X120-H220-6.0,"±11,4","±58,8",11.4,11.4,58.8,58.8,C25/30,L500,XT-D-MM2-VV3-REI120-CV50-X120-H220-L500-6.0,XT,D,MM2,VV3,REI120,CV50,X120,H220,6.0
XT-D-MM2-VV3.2-REI120-CV50-X120-H220-6.0,"±22,8","±117,6",22.8,22.8,117.6,117.6,C25/30,L500,XT-D-MM2-VV3.2-REI120-CV50-X120-H220-L500-6.0,XT,D,MM2,VV3.2,REI120,CV50,X120,H220,6.0
XT-D-MM2-VV1.2-REI120-CV35-X120-H190-6.0,"±30,0","±42,4",30.0,30.0,42.4,42.4,C25/30,L500,XT-D-MM2-VV1.2-REI120-CV35-X120-H190-L500-6.0,XT,D,MM2,VV1.2,REI120,CV35,X120,H190,6.0
XT-D-MM2-VV2-REI120-CV35-X120-H190-6.0,"±13,6","±37,6",13.6,13.6,37.6,37.6,C25/30,L500,XT-D-MM2-VV2-REI120-CV35-X120-H190-L500-6.0,XT,D,MM2,VV2,REI120,CV35,X120,H190,6.0
XT-D-MM2-VV2.2-REI120-CV35-X120-H190-6.0,"±27,2","±75,2",27.2,27.2,75.2,75.2,C25/30,L500,XT-D-MM2-VV2.2-REI120-CV35-X120-H190-L500-6.0,XT,D,MM2,VV2.2,REI120,CV35,X120,H190,6.0
XT-D-MM2-VV3-REI120-CV35-X120-H190-6.0,"±11,9","±58,8",11.9,11.9,58.8,58.8,C25/30,L500,XT-D-MM2-VV3-REI120-CV35-X120-H190-L500-6.0,XT,D,MM2,VV3,REI120,CV35,X120,H190,6.0
XT-D-MM2-VV3.2-REI120-CV35-X120-H190-6.0,"±23,8","±117,6",23.8,23.8,117.6,117.6,C25/30,L500,XT-D-MM2-VV3.2-REI120-CV35-X120-H190-L500-6.0,XT,D,MM2,VV3.2,REI120,CV35,X120,H190,6.0
XT-D-MM2-VV1.2-REI120-CV50-X120-H230-6.0,"±31,2","±42,4",31.2,31.2,42.4,42.4,C25/30,L500,XT-D-MM2-VV1.2-REI120-CV50-X120-H230-L500-6.0,XT,D,MM2,VV1.2,REI120,CV50,X120,H230,6.0
XT-D-MM2-VV2-REI120-CV50-X120-H230-6.0,"±14,2","±37,6",14.2,14.2,37.6,37.6,C25/30,L500,XT-D-MM2-VV2-REI120-CV50-X120-H230-L500-6.0,XT,D,MM2,VV2,REI120,CV50,X120,H230,6.0
XT-D-MM2-VV2.2-REI120-CV50-X120-H230-6.0,"±28,4","±75,2",28.4,28.4,75.2,75.2,C25/30,L500,XT-D-MM2-VV2.2-REI120-CV50-X120-H230-L500-6.0,XT,D,MM2,VV2.2,REI120,CV50,X120,H230,6.0
XT-D-MM2-VV3-REI120-CV50-X120-H230-6.0,"±12,5","±58,8",12.5,12.5,58.8,58.8,C25/30,L500,XT-D-MM2-VV3-REI120-CV50-X120-H230-L500-6.0,XT,D,MM2,VV3,REI120,CV50,X120,H230,6.0
