Encoded,mRd,vRd,mRd_plus,mRd_minus,vRd_plus,vRd_minus,C,Length,product_name,Thickness,Type,M-type,V-type,REI-type,CV-type,X-type,Height,Type Number
XT-D-MM6-VV3-REI120-CV50-X120-H230-6.0,"±40,0","±58,8",40.0,40.0,58.8,58.8,C25/30,L500,XT-D-MM6-VV3-REI120-CV50-X120-H230-L500-6.0,XT,D,MM6,VV3,REI120,CV50,X120,H230,6.0
XT-D-MM6-VV3.2-REI120-CV50-X120-H230-6.0,"±80,0","±117,6",80.0,80.0,117.6,117.6,C25/30,L500,XT-D-MM6-VV3.2-REI120-CV50-X120-H230-L500-6.0,XT,D,MM6,VV3.2,REI120,CV50,X120,H230,6.0
XT-D-MM6-VV4-REI120-CV50-X120-H230-6.0,"±38,3","±78,3",38.3,38.3,78.3,78.3,C25/30,L500,XT-D-MM6-VV4-REI120-CV50-X120-H230-L500-6.0,XT,D,MM6,VV4,REI120,CV50,X120,H230,6.0
XT-D-MM6-VV4.2-REI120-CV50-X120-H230-6.0,"±76,6","±156,6",76.6,76.6,156.6,156.6,C25/30,L500,XT-D-MM6-VV4.2-REI120-CV50-X120-H230-L500-6.0,XT,D,MM6,VV4.2,REI120,CV50,X120,H230,6.0
XT-D-MM6-VV5-REI120-CV50-X120-H230-6.0,"±35,5","±112,8",35.5,35.5,112.8,112.8,C25/30,L500,XT-D-MM6-VV5-REI120-CV50-X120-H230-L500-6.0,XT,D,MM6,VV5,REI120,CV50,X120,H230,6.0
XT-D-MM6-VV5.2-REI120-CV50-X120-H230-6.0,"±71,0","±225,6",71.0,71.0,225.6,225.6,C25/30,L500,XT-D-MM6-VV5.2-REI120-CV50-X120-H230-L500-6.0,XT,D,MM6,VV5.2,REI120,CV50,X120,H230,6.0
XT-D-MM6-VV1.2-REI120-CV35-X120-H200-6.0,"±89,8","±42,4",89.8,89.8,42.4,42.4,C25/30,L500,XT-D-MM6-VV1.2-REI120-CV35-X120-H200-L500-6.0,XT,D,MM6,VV1.2,REI120,CV35,X120,H200,6.0
XT-D-MM6-VV2-REI120-CV35-X120-H200-6.0,"±43,5","±37,6",43.5,43.5,37.6,37.6,C25/30,L500,XT-D-MM6-VV2-REI120-CV35-X120-H200-L500-6.0,XT,D,MM6,VV2,REI120,CV35,X120,H200,6.0
XT-D-MM6-VV2.2-REI120-CV35-X120-H200-6.0,"±87,0","±75,2",87.0,87.0,75.2,75.2,C25/30,L500,XT-D-MM6-VV2.2-REI120-CV35-X120-H200-L500-6.0,XT,D,MM6,VV2.2,REI120,CV35,X120,H200,6.0
XT-D-MM6-VV3-REI120-CV35-X120-H200-6.0,"±41,7","±58,8",41.7,41.7,58.8,58.8,C25/30,L500,XT-D-MM6-VV3-REI120-CV35-X120-H200-L500-6.0,XT,D,MM6,VV3,REI120,CV35,X120,H200,6.0
XT-D-MM6-VV3.2-REI120-CV35-X120-H200-6.0,"±83,4","±117,6",83.4,83.4,117.6,117.6,C25/30,L500,XT-D-MM6-VV3.2-REI120-CV35-X120-H200-L500-6.0,XT,D,MM6,VV3.2,REI120,CV35,X120,H200,6.0
XT-D-MM6-VV4-REI120-CV35-X120-H200-6.0,"±40,0","±78,3",40.0,40.0,78.3,78.3,C25/30,L500,XT-D-MM6-VV4-REI120-CV35-X120-H200-L500-6.0,XT,D,MM6,VV4,REI120,CV35,X120,H200,6.0
XT-D-MM6-VV4.2-REI120-CV35-X120-H200-6.0,"±80,0","±156,6",80.0,80.0,156.6,156.6,C25/30,L500,XT-D-MM6-VV4.2-REI120-CV35-X120-H200-L500-6.0,XT,D,MM6,VV4.2,REI120,CV35,X120,H200,6.0
XT-D-MM6-VV5-REI120-CV35-X120-H200-6.0,"±37,0","±112,8",37.0,37.0,112.8,112.8,C25/30,L500,XT-D-MM6-VV5-REI120-CV35-X120-H200-L500-6.0,XT,D,MM6,VV5,REI120,CV35,X120,H200,6.0
XT-D-MM6-VV5.2-REI120-CV35-X120-H200-6.0,"±74,0","±225,6",74.0,74.0,225.6,225.6,C25/30,L500,XT-D-MM6-VV5.2-REI120-CV35-X120-H200-L500-6.0,XT,D,MM6,VV5.2,REI120,CV35,X120,H200,6.0
XT-D-MM6-VV1.2-REI120-CV50-X120-H240-6.0,"±93,6","±42,4",93.6,93.6,42.4,42.4,C25/30,L500,XT-D-MM6-VV1.2-REI120-CV50-X120-H240-L500-6.0,XT,D,MM6,VV1.2,REI120,CV50,X120,H240,6.0
XT-D-MM6-VV2-REI120-CV50-X120-H240-6.0,"±45,3","±37,6",45.3,45.3,37.6,37.6,C25/30,L500,XT-D-MM6-VV2-REI120-CV50-X120-H240-L500-6.0,XT,D,MM6,VV2,REI120,CV50,X120,H240,6.0
XT-D-MM6-VV2.2-REI120-CV50-X120-H240-6.0,"±90,6","±75,2",90.6,90.6,75.2,75.2,C25/30,L500,XT-D-MM6-VV2.2-REI120-CV50-X120-H240-L500-6.0,XT,D,MM6,VV2.2,REI120,CV50,X120,H240,6.0
XT-D-MM6-VV3-REI120-CV50-X120-H240-6.0,"±43,4","±58,8",43.4,43.4,58.8,58.8,C25/30,L500,XT-D-MM6-VV3-REI120-CV50-X120-H240-L500-6.0,XT,D,MM6,VV3,REI120,CV50,X120,H240,6.0
XT-D-MM6-VV3.2-REI120-CV50-X120-H240-6.0,"±86,8","±117,6",86.8,86.8,117.6,117.6,C25/30,L500,XT-D-MM6-VV3.2-REI120-CV50-X120-H240-L500-6.0,XT,D,MM6,VV3.2,REI120,CV50,X120,H240,6.0
XT-D-MM6-VV4-REI120-CV50-X120-H240-6.0,"±41,6","±78,3",41.6,41.6,78.3,78.3,C25/30,L500,XT-D-MM6-VV4-REI120-CV50-X120-H240-L500-6.0,XT,D,MM6,VV4,REI120,CV50,X120,H240,6.0
XT-D-MM6-VV4.2-REI120-CV50-X120-H240-6.0,"±83,2","±156,6",83.2,83.2,156.6,156.6,C25/30,L500,XT-D-MM6-VV4.2-REI120-CV50-X120-H240-L500-6.0,XT,D,MM6,VV4.2,REI120,CV50,X120,H240,6.0
XT-D-MM6-VV5-REI120-CV50-X120-H240-6.0,"±38,5","±112,8",38.5,38.5,112.8,112.8,C25/30,L500,XT-D-MM6-VV5-REI120-CV50-X120-H240-L500-6.0,XT,D,MM6,VV5,REI120,CV50,X120,H240,6.0
XT-D-MM6-VV5.2-REI120-CV50-X120-H240-6.0,"±77,0","±225,6",77.0,77.0,225.6,225.6,C25/30,L500,XT-D-MM6-VV5.2-REI120-CV50-X120-H240-L500-6.0,XT,D,MM6,VV5.2,REI120,CV50,X120,H240,6.0
XT-D-MM6-VV1.2-REI120-CV35-X120-H210-6.0,"±97,2","±42,4",97.2,97.2,42.4,42.4,C25/30,L500,XT-D-MM6-VV1.2-REI120-CV35-X120-H210-L500-6.0,XT,D,MM6,VV1.2,REI120,CV35,X120,H210,6.0
XT-D-MM6-VV2-REI120-CV35-X120-H210-6.0,"±47,1","±37,6",47.1,47.1,37.6,37.6,C25/30,L500,XT-D-MM6-VV2-REI120-CV35-X120-H210-L500-6.0,XT,D,MM6,VV2,REI120,CV35,X120,H210,6.0
XT-D-MM6-VV2.2-REI120-CV35-X120-H210-6.0,"±94,2","±75,2",94.2,94.2,75.2,75.2,C25/30,L500,XT-D-MM6-VV2.2-REI120-CV35-X120-H210-L500-6.0,XT,D,MM6,VV2.2,REI120,CV35,X120,H210,6.0
XT-D-MM6-VV3-REI120-CV35-X120-H210-6.0,"±45,1","±58,8",45.1,45.1,58.8,58.8,C25/30,L500,XT-D-MM6-VV3-REI120-CV35-X120-H210-L500-6.0,XT,D,MM6,VV3,REI120,CV35,X120,H210,6.0
XT-D-MM6-VV3.2-REI120-CV35-X120-H210-6.0,"±90,2","±117,6",90.2,90.2,117.6,117.6,C25/30,L500,XT-D-MM6-VV3.2-REI120-CV35-X120-H210-L500-6.0,XT,D,MM6,VV3.2,REI120,CV35,X120,H210,6.0
XT-D-MM6-VV4-REI120-CV35-X120-H210-6.0,"±43,3","±78,3",43.3,43.3,78.3,78.3,C25/30,L500,XT-D-MM6-VV4-REI120-CV35-X120-H210-L500-6.0,XT,D,MM6,VV4,REI120,CV35,X120,H210,6.0
XT-D-MM6-VV4.2-REI120-CV35-X120-H210-6.0,"±86,6","±156,6",86.6,86.6,156.6,156.6,C25/30,L500,XT-D-MM6-VV4.2-REI120-CV35-X120-H210-L500-6.0,XT,D,MM6,VV4.2,REI120,CV35,X120,H210,6.0
XT-D-MM6-VV5-REI120-CV35-X120-H210-6.0,"±40,1","±112,8",40.1,40.1,112.8,112.8,C25/30,L500,XT-D-MM6-VV5-REI120-CV35-X120-H210-L500-6.0,XT,D,MM6,VV5,REI120,CV35,X120,H210,6.0
XT-D-MM6-VV5.2-REI120-CV35-X120-H210-6.0,"±80,2","±225,6",80.2,80.2,225.6,225.6,C25/30,L500,XT-D-MM6-VV5.2-REI120-CV35-X120-H210-L500-6.0,XT,D,MM6,VV5.2,REI120,CV35,X120,H210,6.0
XT-D-MM6-VV1.2-REI120-CV50-X120-H250-6.0,"±101,0","±42,4",101.0,101.0,42.4,42.4,C25/30,L500,XT-D-MM6-VV1.2-REI120-CV50-X120-H250-L500-6.0,XT,D,MM6,VV1.2,REI120,CV50,X120,H250,6.0
XT-D-MM6-VV2-REI120-CV50-X120-H250-6.0,"±48,9","±37,6",48.9,48.9,37.6,37.6,C25/30,L500,XT-D-MM6-VV2-REI120-CV50-X120-H250-L500-6.0,XT,D,MM6,VV2,REI120,CV50,X120,H250,6.0
XT-D-MM6-VV2.2-REI120-CV50-X120-H250-6.0,"±97,8","±75,2",97.8,97.8,75.2,75.2,C25/30,L500,XT-D-MM6-VV2.2-REI120-CV50-X120-H250-L500-6.0,XT,D,MM6,VV2.2,REI120,CV50,X120,H250,6.0
XT-D-MM6-VV3-REI120-CV50-X120-H250-6.0,"±46,8","±58,8",46.8,46.8,58.8,58.8,C25/30,L500,XT-D-MM6-VV3-REI120-CV50-X120-H250-L500-6.0,XT,D,MM6,VV3,REI120,CV50,X120,H250,6.0
XT-D-MM6-VV3.2-REI120-CV50-X120-H250-6.0,"±93,6","±117,6",93.6,93.6,117.6,117.6,C25/30,L500,XT-D-MM6-VV3.2-REI120-CV50-X120-H250-L500-6.0,XT,D,MM6,VV3.2,REI120,CV50,X120,H250,6.0
XT-D-MM6-VV4-REI120-CV50-X120-H250-6.0,"±44,9","±78,3",44.9,44.9,78.3,78.3,C25/30,L500,XT-D-MM6-VV4-REI120-CV50-X120-H250-L500-6.0,XT,D,MM6,VV4,REI120,CV50,X120,H250,6.0
XT-D-MM6-VV4.2-REI120-CV50-X120-H250-6.0,"±89,8","±156,6",89.8,89.8,156.6,156.6,C25/30,L500,XT-D-MM6-VV4.2-REI120-CV50-X120-H250-L500-6.0,XT,D,MM6,VV4.2,REI120,CV50,X120,H250,6.0
XT-D-MM6-VV5-REI120-CV50-X120-H250-6.0,"±41,6","±112,8",41.6,41.6,112.8,112.8,C25/30,L500,XT-D-MM6-VV5-REI120-CV50-X120-H250-L500-6.0,XT,D,MM6,VV5,REI120,CV50,X120,H250,6.0
XT-D-MM6-VV5.2-REI120-CV50-X120-H250-6.0,"±83,2","±225,6",83.2,83.2,225.6,225.6,C25/30,L500,XT-D-MM6-VV5.2-REI120-CV50-X120-H250-L500-6.0,XT,D,MM6,VV5.2,REI120,CV50,X120,H250,6.0
XT-D-MM6-VV1.2-REI120-CV35-X120-H220-6.0,"±104,8","±42,4",104.8,104.8,42.4,42.4,C25/30,L500,XT-D-MM6-VV1.2-REI120-CV35-X120-H220-L500-6.0,XT,D,MM6,VV1.2,REI120,CV35,X120,H220,6.0
XT-D-MM6-VV2-REI120-CV35-X120-H220-6.0,"±50,7","±37,6",50.7,50.7,37.6,37.6,C25/30,L500,XT-D-MM6-VV2-REI120-CV35-X120-H220-L500-6.0,XT,D,MM6,VV2,REI120,CV35,X120,H220,6.0
XT-D-MM6-VV2.2-REI120-CV35-X120-H220-6.0,"±101,4","±75,2",101.4,101.4,75.2,75.2,C25/30,L500,XT-D-MM6-VV2.2-REI120-CV35-X120-H220-L500-6.0,XT,D,MM6,VV2.2,REI120,CV35,X120,H220,6.0
XT-D-MM6-VV3-REI120-CV35-X120-H220-6.0,"±48,6","±58,8",48.6,48.6,58.8,58.8,C25/30,L500,XT-D-MM6-VV3-REI120-CV35-X120-H220-L500-6.0,XT,D,MM6,VV3,REI120,CV35,X120,H220,6.0
XT-D-MM6-VV3.2-REI120-CV35-X120-H220-6.0,"±97,2","±117,6",97.2,97.2,117.6,117.6,C25/30,L500,XT-D-MM6-VV3.2-REI120-CV35-X120-H220-L500-6.0,XT,D,MM6,VV3.2,REI120,CV35,X120,H220,6.0
XT-D-MM6-VV4-REI120-CV35-X120-H220-6.0,"±46,6","±78,3",46.6,46.6,78.3,78.3,C25/30,L500,XT-D-MM6-VV4-REI120-CV35-X120-H220-L500-6.0,XT,D,MM6,VV4,REI120,CV35,X120,H220,6.0
XT-D-MM6-VV4.2-REI120-CV35-X120-H220-6.0,"±93,2","±156,6",93.2,93.2,156.6,156.6,C25/30,L500,XT-D-MM6-VV4.2-REI120-CV35-X120-H220-L500-6.0,XT,D,MM6,VV4.2,REI120,CV35,X120,H220,6.0
XT-D-MM6-VV5-REI120-CV35-X120-H220-6.0,"±43,1","±112,8",43.1,43.1,112.8,112.8,C25/30,L500,XT-D-MM6-VV5-REI120-CV35-X120-H220-L500-6.0,XT,D,MM6,VV5,REI120,CV35,X120,H220,6.0
XT-D-MM6-VV5.2-REI120-CV35-X120-H220-6.0,"±86,2","±225,6",86.2,86.2,225.6,225.6,C25/30,L500,XT-D-MM6-VV5.2-REI120-CV35-X120-H220-L500-6.0,XT,D,MM6,VV5.2,REI120,CV35,X120,H220,6.0
XT-D-MM6-VV1.2-REI120-CV35-X120-H230-6.0,"±112,2","±42,4",112.2,112.2,42.4,42.4,C25/30,L500,XT-D-MM6-VV1.2-REI120-CV35-X120-H230-L500-6.0,XT,D,MM6,VV1.2,REI120,CV35,X120,H230,6.0
XT-D-MM6-VV2-REI120-CV35-X120-H230-6.0,"±54,3","±37,6",54.3,54.3,37.6,37.6,C25/30,L500,XT-D-MM6-VV2-REI120-CV35-X120-H230-L500-6.0,XT,D,MM6,VV2,REI120,CV35,X120,H230,6.0
XT-D-MM6-VV2.2-REI120-CV35-X120-H230-6.0,"±108,6","±75,2",108.6,108.6,75.2,75.2,C25/30,L500,XT-D-MM6-VV2.2-REI120-CV35-X120-H230-L500-6.0,XT,D,MM6,VV2.2,REI120,CV35,X120,H230,6.0
XT-D-MM6-VV3-REI120-CV35-X120-H230-6.0,"±52,0","±58,8",52.0,52.0,58.8,58.8,C25/30,L500,XT-D-MM6-VV3-REI120-CV35-X120-H230-L500-6.0,XT,D,MM6,VV3,REI120,CV35,X120,H230,6.0
XT-D-MM6-VV3.2-REI120-CV35-X120-H230-6.0,"±104,0","±117,6",104.0,104.0,117.6,117.6,C25/30,L500,XT-D-MM6-VV3.2-REI120-CV35-X120-H230-L500-6.0,XT,D,MM6,VV3.2,REI120,CV35,X120,H230,6.0
XT-D-MM6-VV4-REI120-CV35-X120-H230-6.0,"±49,9","±78,3",49.9,49.9,78.3,78.3,C25/30,L500,XT-D-MM6-VV4-REI120-CV35-X120-H230-L500-6.0,XT,D,MM6,VV4,REI120,CV35,X120,H230,6.0
XT-D-MM6-VV4.2-REI120-CV35-X120-H230-6.0,"±99,8","±156,6",99.8,99.8,156.6,156.6,C25/30,L500,XT-D-MM6-VV4.2-REI120-CV35-X120-H230-L500-6.0,XT,D,MM6,VV4.2,REI120,CV35,X120,H230,6.0
XT-D-MM6-VV5-REI120-CV35-X120-H230-6.0,"±46,2","±112,8",46.2,46.2,112.8,112.8,C25/30,L500,XT-D-MM6-VV5-REI120-CV35-X120-H230-L500-6.0,XT,D,MM6,VV5,REI120,CV35,X120,H230,6.0
XT-D-MM6-VV5.2-REI120-CV35-X120-H230-6.0,"±92,4","±225,6",92.4,92.4,225.6,225.6,C25/30,L500,XT-D-MM6-VV5.2-REI120-CV35-X120-H230-L500-6.0,XT,D,MM6,VV5.2,REI120,CV35,X120,H230,6.0
XT-D-MM6-VV1.2-REI120-CV35-X120-H240-6.0,"±119,6","±42,4",119.6,119.6,42.4,42.4,C25/30,L500,XT-D-MM6-VV1.2-REI120-CV35-X120-H240-L500-6.0,XT,D,MM6,VV1.2,REI120,CV35,X120,H240,6.0
XT-D-MM6-VV2-REI120-CV35-X120-H240-6.0,"±57,9","±37,6",57.9,57.9,37.6,37.6,C25/30,L500,XT-D-MM6-VV2-REI120-CV35-X120-H240-L500-6.0,XT,D,MM6,VV2,REI120,CV35,X120,H240,6.0
XT-D-MM6-VV2.2-REI120-CV35-X120-H240-6.0,"±115,8","±75,2",115.8,115.8,75.2,75.2,C25/30,L500,XT-D-MM6-VV2.2-REI120-CV35-X120-H240-L500-6.0,XT,D,MM6,VV2.2,REI120,CV35,X120,H240,6.0
XT-D-MM6-VV3-REI120-CV35-X120-H240-6.0,"±55,5","±58,8",55.5,55.5,58.8,58.8,C25/30,L500,XT-D-MM6-VV3-REI120-CV35-X120-H240-L500-6.0,XT,D,MM6,VV3,REI120,CV35,X120,H240,6.0
XT-D-MM6-VV3.2-REI120-CV35-X120-H240-6.0,"±111,0","±117,6",111.0,111.0,117.6,117.6,C25/30,L500,XT-D-MM6-VV3.2-REI120-CV35-X120-H240-L500-6.0,XT,D,MM6,VV3.2,REI120,CV35,X120,H240,6.0
XT-D-MM6-VV4-REI120-CV35-X120-H240-6.0,"±53,2","±78,3",53.2,53.2,78.3,78.3,C25/30,L500,XT-D-MM6-VV4-REI120-CV35-X120-H240-L500-6.0,XT,D,MM6,VV4,REI120,CV35,X120,H240,6.0
XT-D-MM6-VV4.2-REI120-CV35-X120-H240-6.0,"±106,4","±156,6",106.4,106.4,156.6,156.6,C25/30,L500,XT-D-MM6-VV4.2-REI120-CV35-X120-H240-L500-6.0,XT,D,MM6,VV4.2,REI120,CV35,X120,H240,6.0
XT-D-MM6-VV5-REI120-CV35-X120-H240-6.0,"±49,2","±112,8",49.2,49.2,112.8,112.8,C25/30,L500,XT-D-MM6-VV5-REI120-CV35-X120-H240-L500-6.0,XT,D,MM6,VV5,REI120,CV35,X120,H240,6.0
XT-D-MM6-VV5.2-REI120-CV35-X120-H240-6.0,"±98,4","±225,6",98.4,98.4,225.6,225.6,C25/30,L500,XT-D-MM6-VV5.2-REI120-CV35-X120-H240-L500-6.0,XT,D,MM6,VV5.2,REI120,CV35,X120,H240,6.0
XT-D-MM6-VV1.2-REI120-CV35-X120-H250-6.0,"±127,0","±42,4",127.0,127.0,42.4,42.4,C25/30,L500,XT-D-MM6-VV1.2-REI120-CV35-X120-H250-L500-6.0,XT,D,MM6,VV1.2,REI120,CV35,X120,H250,6.0
XT-D-MM6-VV2-REI120-CV35-X120-H250-6.0,"±61,5","±37,6",61.5,61.5,37.6,37.6,C25/30,L500,XT-D-MM6-VV2-REI120-CV35-X120-H250-L500-6.0,XT,D,MM6,VV2,REI120,CV35,X120,H250,6.0
XT-D-MM6-VV2.2-REI120-CV35-X120-H250-6.0,"±123,0","±75,2",123.0,123.0,75.2,75.2,C25/30,L500,XT-D-MM6-VV2.2-REI120-CV35-X120-H250-L500-6.0,XT,D,MM6,VV2.2,REI120,CV35,X120,H250,6.0
XT-D-MM6-VV3-REI120-CV35-X120-H250-6.0,"±58,9","±58,8",58.9,58.9,58.8,58.8,C25/30,L500,XT-D-MM6-VV3-REI120-CV35-X120-H250-L500-6.0,XT,D,MM6,VV3,REI120,CV35,X120,H250,6.0
XT-D-MM6-VV3.2-REI120-CV35-X120-H250-6.0,"±117,8","±117,6",117.8,117.8,117.6,117.6,C25/30,L500,XT-D-MM6-VV3.2-REI120-CV35-X120-H250-L500-6.0,XT,D,MM6,VV3.2,REI120,CV35,X120,H250,6.0
XT-D-MM6-VV4-REI120-CV35-X120-H250-6.0,"±56,5","±78,3",56.5,56.5,78.3,78.3,C25/30,L500,XT-D-MM6-VV4-REI120-CV35-X120-H250-L500-6.0,XT,D,MM6,VV4,REI120,CV35,X120,H250,6.0
XT-D-MM6-VV4.2-REI120-CV35-X120-H250-6.0,"±113,0","±156,6",113.0,113.0,156.6,156.6,C25/30,L500,XT-D-MM6-VV4.2-REI120-CV35-X120-H250-L500-6.0,XT,D,MM6,VV4.2,REI120,CV35,X120,H250,6.0
XT-D-MM6-VV5-REI120-CV35-X120-H250-6.0,"±52,3","±112,8",52.3,52.3,112.8,112.8,C25/30,L500,XT-D-MM6-VV5-REI120-CV35-X120-H250-L500-6.0,XT,D,MM6,VV5,REI120,CV35,X120,H250,6.0
XT-D-MM6-VV5.2-REI120-CV35-X120-H250-6.0,"±104,6","±225,6",104.6,104.6,225.6,225.6,C25/30,L500,XT-D-MM6-VV5.2-REI120-CV35-X120-H250-L500-6.0,XT,D,MM6,VV5.2,REI120,CV35,X120,H250,6.0
XT-K-M1-V1-REI120-CV35-X120-H160-6.2,"-8,9","28,2",0.0,8.9,28.2,0.0,C25/30,L1000,XT-K-M1-V1-REI120-CV35-X120-H160-L1000-6.2,XT,K,M1,V1,REI120,CV35,X120,H160,6.2
XT-K-M1-V2-REI120-CV35-X120-H160-6.2,"-8,9","50,1",0.0,8.9,50.1,0.0,C25/30,L1000,XT-K-M1-V2-REI120-CV35-X120-H160-L1000-6.2,XT,K,M1,V2,REI120,CV35,X120,H160,6.2
XT-K-M2-V1-REI120-CV35-X120-H160-6.2,"-15,0","28,2",0.0,15.0,28.2,0.0,C25/30,L1000,XT-K-M2-V1-REI120-CV35-X120-H160-L1000-6.2,XT,K,M2,V1,REI120,CV35,X120,H160,6.2
XT-K-M2-V2-REI120-CV35-X120-H160-6.2,"-15,0","50,1",0.0,15.0,50.1,0.0,C25/30,L1000,XT-K-M2-V2-REI120-CV35-X120-H160-L1000-6.2,XT,K,M2,V2,REI120,CV35,X120,H160,6.2
XT-K-M3-V1-REI120-CV35-X120-H160-6.2,"-20,8","28,2",0.0,20.8,28.2,0.0,C25/30,L1000,XT-K-M3-V1-REI120-CV35-X120-H160-L1000-6.2,XT,K,M3,V1,REI120,CV35,X120,H160,6.2
XT-K-M3-V2-REI120-CV35-X120-H160-6.2,"-20,8","62,7",0.0,20.8,62.7,0.0,C25/30,L1000,XT-K-M3-V2-REI120-CV35-X120-H160-L1000-6.2,XT,K,M3,V2,REI120,CV35,X120,H160,6.2
XT-K-M3-VV1-REI120-CV35-X120-H160-6.2,"-20,8","±50,1",0.0,20.8,50.1,50.1,C25/30,L1000,XT-K-M3-VV1-REI120-CV35-X120-H160-L1000-6.2,XT,K,M3,VV1,REI120,CV35,X120,H160,6.2
XT-K-M4-V1-REI120-CV35-X120-H160-6.2,"-23,8","35,3",0.0,23.8,35.3,0.0,C25/30,L1000,XT-K-M4-V1-REI120-CV35-X120-H160-L1000-6.2,XT,K,M4,V1,REI120,CV35,X120,H160,6.2
XT-K-M4-V2-REI120-CV35-X120-H160-6.2,"-23,8","62,7",0.0,23.8,62.7,0.0,C25/30,L1000,XT-K-M4-V2-REI120-CV35-X120-H160-L1000-6.2,XT,K,M4,V2,REI120,CV35,X120,H160,6.2
XT-K-M4-V3-REI120-CV35-X120-H160-6.2,"-23,8","100,3",0.0,23.8,100.3,0.0,C25/30,L1000,XT-K-M4-V3-REI120-CV35-X120-H160-L1000-6.2,XT,K,M4,V3,REI120,CV35,X120,H160,6.2
XT-K-M4-VV1-REI120-CV35-X120-H160-6.2,"-23,8","±50,1",0.0,23.8,50.1,50.1,C25/30,L1000,XT-K-M4-VV1-REI120-CV35-X120-H160-L1000-6.2,XT,K,M4,VV1,REI120,CV35,X120,H160,6.2
XT-K-M5-V1-REI120-CV35-X120-H160-6.2,"-25,5","35,3",0.0,25.5,35.3,0.0,C25/30,L1000,XT-K-M5-V1-REI120-CV35-X120-H160-L1000-6.2,XT,K,M5,V1,REI120,CV35,X120,H160,6.2
XT-K-M5-V2-REI120-CV35-X120-H160-6.2,"-25,5","62,7",0.0,25.5,62.7,0.0,C25/30,L1000,XT-K-M5-V2-REI120-CV35-X120-H160-L1000-6.2,XT,K,M5,V2,REI120,CV35,X120,H160,6.2
XT-K-M5-V3-REI120-CV35-X120-H160-6.2,"-25,5","87,8",0.0,25.5,87.8,0.0,C25/30,L1000,XT-K-M5-V3-REI120-CV35-X120-H160-L1000-6.2,XT,K,M5,V3,REI120,CV35,X120,H160,6.2
XT-K-M5-VV1-REI120-CV35-X120-H160-6.2,"-25,5","±50,1",0.0,25.5,50.1,50.1,C25/30,L1000,XT-K-M5-VV1-REI120-CV35-X120-H160-L1000-6.2,XT,K,M5,VV1,REI120,CV35,X120,H160,6.2
XT-K-M6-V1-REI120-CV35-X120-H160-6.2,"-29,3","35,3",0.0,29.3,35.3,0.0,C25/30,L1000,XT-K-M6-V1-REI120-CV35-X120-H160-L1000-6.2,XT,K,M6,V1,REI120,CV35,X120,H160,6.2
XT-K-M6-V2-REI120-CV35-X120-H160-6.2,"-29,3","62,7",0.0,29.3,62.7,0.0,C25/30,L1000,XT-K-M6-V2-REI120-CV35-X120-H160-L1000-6.2,XT,K,M6,V2,REI120,CV35,X120,H160,6.2
XT-K-M6-V3-REI120-CV35-X120-H160-6.2,"-29,3","100,3",0.0,29.3,100.3,0.0,C25/30,L1000,XT-K-M6-V3-REI120-CV35-X120-H160-L1000-6.2,XT,K,M6,V3,REI120,CV35,X120,H160,6.2
XT-K-M6-VV1-REI120-CV35-X120-H160-6.2,"-29,3","±50,1",0.0,29.3,50.1,50.1,C25/30,L1000,XT-K-M6-VV1-REI120-CV35-X120-H160-L1000-6.2,XT,K,M6,VV1,REI120,CV35,X120,H160,6.2
XT-K-M1-V1-REI120-CV50-X120-H180-6.2,"-9,5","28,2",0.0,9.5,28.2,0.0,C25/30,L1000,XT-K-M1-V1-REI120-CV50-X120-H180-L1000-6.2,XT,K,M1,V1,REI120,CV50,X120,H180,6.2
XT-K-M1-V2-REI120-CV50-X120-H180-6.2,"-9,5","50,1",0.0,9.5,50.1,0.0,C25/30,L1000,XT-K-M1-V2-REI120-CV50-X120-H180-L1000-6.2,XT,K,M1,V2,REI120,CV50,X120,H180,6.2
XT-K-M2-V1-REI120-CV50-X120-H180-6.2,"-16,0","28,2",0.0,16.0,28.2,0.0,C25/30,L1000,XT-K-M2-V1-REI120-CV50-X120-H180-L1000-6.2,XT,K,M2,V1,REI120,CV50,X120,H180,6.2
XT-K-M2-V2-REI120-CV50-X120-H180-6.2,"-16,0","50,1",0.0,16.0,50.1,0.0,C25/30,L1000,XT-K-M2-V2-REI120-CV50-X120-H180-L1000-6.2,XT,K,M2,V2,REI120,CV50,X120,H180,6.2
XT-K-M3-V1-REI120-CV50-X120-H180-6.2,"-22,0","28,2",0.0,22.0,28.2,0.0,C25/30,L1000,XT-K-M3-V1-REI120-CV50-X120-H180-L1000-6.2,XT,K,M3,V1,REI120,CV50,X120,H180,6.2
XT-K-M3-V2-REI120-CV50-X120-H180-6.2,"-22,0","62,7",0.0,22.0,62.7,0.0,C25/30,L1000,XT-K-M3-V2-REI120-CV50-X120-H180-L1000-6.2,XT,K,M3,V2,REI120,CV50,X120,H180,6.2
XT-K-M3-VV1-REI120-CV50-X120-H180-6.2,"-22,0","±50,1",0.0,22.0,50.1,50.1,C25/30,L1000,XT-K-M3-VV1-REI120-CV50-X120-H180-L1000-6.2,XT,K,M3,VV1,REI120,CV50,X120,H180,6.2
XT-K-M4-V1-REI120-CV50-X120-H180-6.2,"-25,2","35,3",0.0,25.2,35.3,0.0,C25/30,L1000,XT-K-M4-V1-REI120-CV50-X120-H180-L1000-6.2,XT,K,M4,V1,REI120,CV50,X120,H180,6.2
