Encoded,mRd,vRd,mRd_plus,mRd_minus,vRd_plus,vRd_minus,C,Length,product_name,Thickness,Type,M-type,V-type,REI-type,CV-type,X-type,Height,Type Number
T-D-MM1-VV1-REI120-CV35-X80-H220-6.0,"±12,8","±17,4",12.8,12.8,17.4,17.4,C25/30,L500,T-D-MM1-VV1-REI120-CV35-X80-H220-L500-6.0,T,D,MM1,VV1,REI120,CV35,X80,H220,6.0
T-D-MM1-VV1.2-REI120-CV35-X80-H220-6.0,"±25,6","±34,8",25.6,25.6,34.8,34.8,C25/30,L500,T-D-MM1-VV1.2-REI120-CV35-X80-H220-L500-6.0,T,D,MM1,VV1.2,REI120,CV35,X80,H220,6.0
T-D-MM1-VV2-REI120-CV35-X80-H220-6.0,"±12,2","±26,1",12.2,12.2,26.1,26.1,C25/30,L500,T-D-MM1-VV2-REI120-CV35-X80-H220-L500-6.0,T,D,MM1,VV2,REI120,CV35,X80,H220,6.0
T-D-MM1-VV2.2-REI120-CV35-X80-H220-6.0,"±24,4","±52,2",24.4,24.4,52.2,52.2,C25/30,L500,T-D-MM1-VV2.2-REI120-CV35-X80-H220-L500-6.0,T,D,MM1,VV2.2,REI120,CV35,X80,H220,6.0
T-D-MM1-VV3-REI120-CV35-X80-H220-6.0,"±10,7","±46,4",10.7,10.7,46.4,46.4,C25/30,L500,T-D-MM1-VV3-REI120-CV35-X80-H220-L500-6.0,T,D,MM1,VV3,REI120,CV35,X80,H220,6.0
T-D-MM1-VV3.2-REI120-CV35-X80-H220-6.0,"±21,4","±92,8",21.4,21.4,92.8,92.8,C25/30,L500,T-D-MM1-VV3.2-REI120-CV35-X80-H220-L500-6.0,T,D,MM1,VV3.2,REI120,CV35,X80,H220,6.0
T-D-MM1-VV1-REI120-CV30-X80-H220-6.0,"±13,3","±17,4",13.3,13.3,17.4,17.4,C25/30,L500,T-D-MM1-VV1-REI120-CV30-X80-H220-L500-6.0,T,D,MM1,VV1,REI120,CV30,X80,H220,6.0
T-D-MM1-VV1.2-REI120-CV30-X80-H220-6.0,"±26,6","±34,8",26.6,26.6,34.8,34.8,C25/30,L500,T-D-MM1-VV1.2-REI120-CV30-X80-H220-L500-6.0,T,D,MM1,VV1.2,REI120,CV30,X80,H220,6.0
T-D-MM1-VV2-REI120-CV30-X80-H220-6.0,"±12,6","±26,1",12.6,12.6,26.1,26.1,C25/30,L500,T-D-MM1-VV2-REI120-CV30-X80-H220-L500-6.0,T,D,MM1,VV2,REI120,CV30,X80,H220,6.0
T-D-MM1-VV2.2-REI120-CV30-X80-H220-6.0,"±25,2","±52,2",25.2,25.2,52.2,52.2,C25/30,L500,T-D-MM1-VV2.2-REI120-CV30-X80-H220-L500-6.0,T,D,MM1,VV2.2,REI120,CV30,X80,H220,6.0
T-D-MM1-VV3-REI120-CV30-X80-H220-6.0,"±11,1","±46,4",11.1,11.1,46.4,46.4,C25/30,L500,T-D-MM1-VV3-REI120-CV30-X80-H220-L500-6.0,T,D,MM1,VV3,REI120,CV30,X80,H220,6.0
T-D-MM1-VV3.2-REI120-CV30-X80-H220-6.0,"±22,2","±92,8",22.2,22.2,92.8,92.8,C25/30,L500,T-D-MM1-VV3.2-REI120-CV30-X80-H220-L500-6.0,T,D,MM1,VV3.2,REI120,CV30,X80,H220,6.0
T-D-MM1-VV1-REI120-CV35-X80-H230-6.0,"±13,7","±17,4",13.7,13.7,17.4,17.4,C25/30,L500,T-D-MM1-VV1-REI120-CV35-X80-H230-L500-6.0,T,D,MM1,VV1,REI120,CV35,X80,H230,6.0
T-D-MM1-VV1.2-REI120-CV35-X80-H230-6.0,"±27,4","±34,8",27.4,27.4,34.8,34.8,C25/30,L500,T-D-MM1-VV1.2-REI120-CV35-X80-H230-L500-6.0,T,D,MM1,VV1.2,REI120,CV35,X80,H230,6.0
T-D-MM1-VV2-REI120-CV35-X80-H230-6.0,"±13,1","±26,1",13.1,13.1,26.1,26.1,C25/30,L500,T-D-MM1-VV2-REI120-CV35-X80-H230-L500-6.0,T,D,MM1,VV2,REI120,CV35,X80,H230,6.0
T-D-MM1-VV2.2-REI120-CV35-X80-H230-6.0,"±26,2","±52,2",26.2,26.2,52.2,52.2,C25/30,L500,T-D-MM1-VV2.2-REI120-CV35-X80-H230-L500-6.0,T,D,MM1,VV2.2,REI120,CV35,X80,H230,6.0
T-D-MM1-VV3-REI120-CV35-X80-H230-6.0,"±11,5","±46,4",11.5,11.5,46.4,46.4,C25/30,L500,T-D-MM1-VV3-REI120-CV35-X80-H230-L500-6.0,T,D,MM1,VV3,REI120,CV35,X80,H230,6.0
T-D-MM1-VV3.2-REI120-CV35-X80-H230-6.0,"±23,0","±92,8",23.0,23.0,92.8,92.8,C25/30,L500,T-D-MM1-VV3.2-REI120-CV35-X80-H230-L500-6.0,T,D,MM1,VV3.2,REI120,CV35,X80,H230,6.0
T-D-MM1-VV1-REI120-CV30-X80-H230-6.0,"±14,2","±17,4",14.2,14.2,17.4,17.4,C25/30,L500,T-D-MM1-VV1-REI120-CV30-X80-H230-L500-6.0,T,D,MM1,VV1,REI120,CV30,X80,H230,6.0
T-D-MM1-VV1.2-REI120-CV30-X80-H230-6.0,"±28,4","±34,8",28.4,28.4,34.8,34.8,C25/30,L500,T-D-MM1-VV1.2-REI120-CV30-X80-H230-L500-6.0,T,D,MM1,VV1.2,REI120,CV30,X80,H230,6.0
T-D-MM1-VV2-REI120-CV30-X80-H230-6.0,"±13,5","±26,1",13.5,13.5,26.1,26.1,C25/30,L500,T-D-MM1-VV2-REI120-CV30-X80-H230-L500-6.0,T,D,MM1,VV2,REI120,CV30,X80,H230,6.0
T-D-MM1-VV2.2-REI120-CV30-X80-H230-6.0,"±27,0","±52,2",27.0,27.0,52.2,52.2,C25/30,L500,T-D-MM1-VV2.2-REI120-CV30-X80-H230-L500-6.0,T,D,MM1,VV2.2,REI120,CV30,X80,H230,6.0
T-D-MM1-VV3-REI120-CV30-X80-H230-6.0,"±11,9","±46,4",11.9,11.9,46.4,46.4,C25/30,L500,T-D-MM1-VV3-REI120-CV30-X80-H230-L500-6.0,T,D,MM1,VV3,REI120,CV30,X80,H230,6.0
T-D-MM1-VV3.2-REI120-CV30-X80-H230-6.0,"±23,8","±92,8",23.8,23.8,92.8,92.8,C25/30,L500,T-D-MM1-VV3.2-REI120-CV30-X80-H230-L500-6.0,T,D,MM1,VV3.2,REI120,CV30,X80,H230,6.0
T-D-MM1-VV1-REI120-CV35-X80-H240-6.0,"±14,6","±17,4",14.6,14.6,17.4,17.4,C25/30,L500,T-D-MM1-VV1-REI120-CV35-X80-H240-L500-6.0,T,D,MM1,VV1,REI120,CV35,X80,H240,6.0
T-D-MM1-VV1.2-REI120-CV35-X80-H240-6.0,"±29,2","±34,8",29.2,29.2,34.8,34.8,C25/30,L500,T-D-MM1-VV1.2-REI120-CV35-X80-H240-L500-6.0,T,D,MM1,VV1.2,REI120,CV35,X80,H240,6.0
T-D-MM1-VV2-REI120-CV35-X80-H240-6.0,"±13,9","±26,1",13.9,13.9,26.1,26.1,C25/30,L500,T-D-MM1-VV2-REI120-CV35-X80-H240-L500-6.0,T,D,MM1,VV2,REI120,CV35,X80,H240,6.0
T-D-MM1-VV2.2-REI120-CV35-X80-H240-6.0,"±27,8","±52,2",27.8,27.8,52.2,52.2,C25/30,L500,T-D-MM1-VV2.2-REI120-CV35-X80-H240-L500-6.0,T,D,MM1,VV2.2,REI120,CV35,X80,H240,6.0
T-D-MM1-VV3-REI120-CV35-X80-H240-6.0,"±12,3","±46,4",12.3,12.3,46.4,46.4,C25/30,L500,T-D-MM1-VV3-REI120-CV35-X80-H240-L500-6.0,T,D,MM1,VV3,REI120,CV35,X80,H240,6.0
T-D-MM1-VV3.2-REI120-CV35-X80-H240-6.0,"±24,6","±92,8",24.6,24.6,92.8,92.8,C25/30,L500,T-D-MM1-VV3.2-REI120-CV35-X80-H240-L500-6.0,T,D,MM1,VV3.2,REI120,CV35,X80,H240,6.0
T-D-MM1-VV1-REI120-CV30-X80-H240-6.0,"±15,1","±17,4",15.1,15.1,17.4,17.4,C25/30,L500,T-D-MM1-VV1-REI120-CV30-X80-H240-L500-6.0,T,D,MM1,VV1,REI120,CV30,X80,H240,6.0
T-D-MM1-VV1.2-REI120-CV30-X80-H240-6.0,"±30,2","±34,8",30.2,30.2,34.8,34.8,C25/30,L500,T-D-MM1-VV1.2-REI120-CV30-X80-H240-L500-6.0,T,D,MM1,VV1.2,REI120,CV30,X80,H240,6.0
T-D-MM1-VV2-REI120-CV30-X80-H240-6.0,"±14,3","±26,1",14.3,14.3,26.1,26.1,C25/30,L500,T-D-MM1-VV2-REI120-CV30-X80-H240-L500-6.0,T,D,MM1,VV2,REI120,CV30,X80,H240,6.0
T-D-MM1-VV2.2-REI120-CV30-X80-H240-6.0,"±28,6","±52,2",28.6,28.6,52.2,52.2,C25/30,L500,T-D-MM1-VV2.2-REI120-CV30-X80-H240-L500-6.0,T,D,MM1,VV2.2,REI120,CV30,X80,H240,6.0
T-D-MM1-VV3-REI120-CV30-X80-H240-6.0,"±12,6","±46,4",12.6,12.6,46.4,46.4,C25/30,L500,T-D-MM1-VV3-REI120-CV30-X80-H240-L500-6.0,T,D,MM1,VV3,REI120,CV30,X80,H240,6.0
T-D-MM1-VV3.2-REI120-CV30-X80-H240-6.0,"±25,2","±92,8",25.2,25.2,92.8,92.8,C25/30,L500,T-D-MM1-VV3.2-REI120-CV30-X80-H240-L500-6.0,T,D,MM1,VV3.2,REI120,CV30,X80,H240,6.0
T-D-MM1-VV1-REI120-CV30-X80-H250-6.0,"±16,0","±17,4",16.0,16.0,17.4,17.4,C25/30,L500,T-D-MM1-VV1-REI120-CV30-X80-H250-L500-6.0,T,D,MM1,VV1,REI120,CV30,X80,H250,6.0
T-D-MM1-VV1.2-REI120-CV30-X80-H250-6.0,"±32,0","±34,8",32.0,32.0,34.8,34.8,C25/30,L500,T-D-MM1-VV1.2-REI120-CV30-X80-H250-L500-6.0,T,D,MM1,VV1.2,REI120,CV30,X80,H250,6.0
T-D-MM1-VV2-REI120-CV30-X80-H250-6.0,"±15,2","±26,1",15.2,15.2,26.1,26.1,C25/30,L500,T-D-MM1-VV2-REI120-CV30-X80-H250-L500-6.0,T,D,MM1,VV2,REI120,CV30,X80,H250,6.0
T-D-MM1-VV2.2-REI120-CV30-X80-H250-6.0,"±30,4","±52,2",30.4,30.4,52.2,52.2,C25/30,L500,T-D-MM1-VV2.2-REI120-CV30-X80-H250-L500-6.0,T,D,MM1,VV2.2,REI120,CV30,X80,H250,6.0
T-D-MM1-VV3-REI120-CV30-X80-H250-6.0,"±13,4","±46,4",13.4,13.4,46.4,46.4,C25/30,L500,T-D-MM1-VV3-REI120-CV30-X80-H250-L500-6.0,T,D,MM1,VV3,REI120,CV30,X80,H250,6.0
T-D-MM1-VV3.2-REI120-CV30-X80-H250-6.0,"±26,8","±92,8",26.8,26.8,92.8,92.8,C25/30,L500,T-D-MM1-VV3.2-REI120-CV30-X80-H250-L500-6.0,T,D,MM1,VV3.2,REI120,CV30,X80,H250,6.0
T-D-MM2-VV1-REI120-CV35-X80-H160-6.0,"±11,2","±26,1",11.2,11.2,26.1,26.1,C25/30,L500,T-D-MM2-VV1-REI120-CV35-X80-H160-L500-6.0,T,D,MM2,VV1,REI120,CV35,X80,H160,6.0
T-D-MM2-VV1.2-REI120-CV35-X80-H160-6.0,"±22,4","±52,2",22.4,22.4,52.2,52.2,C25/30,L500,T-D-MM2-VV1.2-REI120-CV35-X80-H160-L500-6.0,T,D,MM2,VV1.2,REI120,CV35,X80,H160,6.0
T-D-MM2-VV1-REI120-CV30-X80-H160-6.0,"±11,8","±26,1",11.8,11.8,26.1,26.1,C25/30,L500,T-D-MM2-VV1-REI120-CV30-X80-H160-L500-6.0,T,D,MM2,VV1,REI120,CV30,X80,H160,6.0
T-D-MM2-VV1.2-REI120-CV30-X80-H160-6.0,"±23,6","±52,2",23.6,23.6,52.2,52.2,C25/30,L500,T-D-MM2-VV1.2-REI120-CV30-X80-H160-L500-6.0,T,D,MM2,VV1.2,REI120,CV30,X80,H160,6.0
T-D-MM2-VV1-REI120-CV50-X80-H200-6.0,"±11,8","±26,1",11.8,11.8,26.1,26.1,C25/30,L500,T-D-MM2-VV1-REI120-CV50-X80-H200-L500-6.0,T,D,MM2,VV1,REI120,CV50,X80,H200,6.0
T-D-MM2-VV1.2-REI120-CV50-X80-H200-6.0,"±23,6","±52,2",23.6,23.6,52.2,52.2,C25/30,L500,T-D-MM2-VV1.2-REI120-CV50-X80-H200-L500-6.0,T,D,MM2,VV1.2,REI120,CV50,X80,H200,6.0
T-D-MM2-VV1-REI120-CV35-X80-H170-6.0,"±12,5","±26,1",12.5,12.5,26.1,26.1,C25/30,L500,T-D-MM2-VV1-REI120-CV35-X80-H170-L500-6.0,T,D,MM2,VV1,REI120,CV35,X80,H170,6.0
T-D-MM2-VV1.2-REI120-CV35-X80-H170-6.0,"±25,0","±52,2",25.0,25.0,52.2,52.2,C25/30,L500,T-D-MM2-VV1.2-REI120-CV35-X80-H170-L500-6.0,T,D,MM2,VV1.2,REI120,CV35,X80,H170,6.0
T-D-MM2-VV2-REI120-CV35-X80-H170-6.0,"±11,6","±46,4",11.6,11.6,46.4,46.4,C25/30,L500,T-D-MM2-VV2-REI120-CV35-X80-H170-L500-6.0,T,D,MM2,VV2,REI120,CV35,X80,H170,6.0
T-D-MM2-VV2.2-REI120-CV35-X80-H170-6.0,"±23,2","±92,8",23.2,23.2,92.8,92.8,C25/30,L500,T-D-MM2-VV2.2-REI120-CV35-X80-H170-L500-6.0,T,D,MM2,VV2.2,REI120,CV35,X80,H170,6.0
T-D-MM2-VV1-REI120-CV30-X80-H170-6.0,"±13,2","±26,1",13.2,13.2,26.1,26.1,C25/30,L500,T-D-MM2-VV1-REI120-CV30-X80-H170-L500-6.0,T,D,MM2,VV1,REI120,CV30,X80,H170,6.0
T-D-MM2-VV1.2-REI120-CV30-X80-H170-6.0,"±26,4","±52,2",26.4,26.4,52.2,52.2,C25/30,L500,T-D-MM2-VV1.2-REI120-CV30-X80-H170-L500-6.0,T,D,MM2,VV1.2,REI120,CV30,X80,H170,6.0
T-D-MM2-VV2-REI120-CV30-X80-H170-6.0,"±12,2","±46,4",12.2,12.2,46.4,46.4,C25/30,L500,T-D-MM2-VV2-REI120-CV30-X80-H170-L500-6.0,T,D,MM2,VV2,REI120,CV30,X80,H170,6.0
T-D-MM2-VV2.2-REI120-CV30-X80-H170-6.0,"±24,4","±92,8",24.4,24.4,92.8,92.8,C25/30,L500,T-D-MM2-VV2.2-REI120-CV30-X80-H170-L500-6.0,T,D,MM2,VV2.2,REI120,CV30,X80,H170,6.0
T-D-MM2-VV1-REI120-CV50-X80-H210-6.0,"±13,2","±26,1",13.2,13.2,26.1,26.1,C25/30,L500,T-D-MM2-VV1-REI120-CV50-X80-H210-L500-6.0,T,D,MM2,VV1,REI120,CV50,X80,H210,6.0
T-D-MM2-VV1.2-REI120-CV50-X80-H210-6.0,"±26,4","±52,2",26.4,26.4,52.2,52.2,C25/30,L500,T-D-MM2-VV1.2-REI120-CV50-X80-H210-L500-6.0,T,D,MM2,VV1.2,REI120,CV50,X80,H210,6.0
T-D-MM2-VV2-REI120-CV50-X80-H210-6.0,"±12,2","±46,4",12.2,12.2,46.4,46.4,C25/30,L500,T-D-MM2-VV2-REI120-CV50-X80-H210-L500-6.0,T,D,MM2,VV2,REI120,CV50,X80,H210,6.0
T-D-MM2-VV2.2-REI120-CV50-X80-H210-6.0,"±24,4","±92,8",24.4,24.4,92.8,92.8,C25/30,L500,T-D-MM2-VV2.2-REI120-CV50-X80-H210-L500-6.0,T,D,MM2,VV2.2,REI120,CV50,X80,H210,6.0
T-D-MM2-VV1-REI120-CV35-X80-H180-6.0,"±13,9","±26,1",13.9,13.9,26.1,26.1,C25/30,L500,T-D-MM2-VV1-REI120-CV35-X80-H180-L500-6.0,T,D,MM2,VV1,REI120,CV35,X80,H180,6.0
T-D-MM2-VV1.2-REI120-CV35-X80-H180-6.0,"±27,8","±52,2",27.8,27.8,52.2,52.2,C25/30,L500,T-D-MM2-VV1.2-REI120-CV35-X80-H180-L500-6.0,T,D,MM2,VV1.2,REI120,CV35,X80,H180,6.0
T-D-MM2-VV2-REI120-CV35-X80-H180-6.0,"±12,8","±46,4",12.8,12.8,46.4,46.4,C25/30,L500,T-D-MM2-VV2-REI120-CV35-X80-H180-L500-6.0,T,D,MM2,VV2,REI120,CV35,X80,H180,6.0
T-D-MM2-VV2.2-REI120-CV35-X80-H180-6.0,"±25,6","±92,8",25.6,25.6,92.8,92.8,C25/30,L500,T-D-MM2-VV2.2-REI120-CV35-X80-H180-L500-6.0,T,D,MM2,VV2.2,REI120,CV35,X80,H180,6.0
T-D-MM2-VV3-REI120-CV35-X80-H180-6.0,"±11,7","±68,0",11.7,11.7,68.0,68.0,C25/30,L500,T-D-MM2-VV3-REI120-CV35-X80-H180-L500-6.0,T,D,MM2,VV3,REI120,CV35,X80,H180,6.0
T-D-MM2-VV3.2-REI120-CV35-X80-H180-6.0,"±23,4","±136,0",23.4,23.4,136.0,136.0,C25/30,L500,T-D-MM2-VV3.2-REI120-CV35-X80-H180-L500-6.0,T,D,MM2,VV3.2,REI120,CV35,X80,H180,6.0
T-D-MM2-VV1-REI120-CV30-X80-H180-6.0,"±14,5","±26,1",14.5,14.5,26.1,26.1,C25/30,L500,T-D-MM2-VV1-REI120-CV30-X80-H180-L500-6.0,T,D,MM2,VV1,REI120,CV30,X80,H180,6.0
T-D-MM2-VV1.2-REI120-CV30-X80-H180-6.0,"±29,0","±52,2",29.0,29.0,52.2,52.2,C25/30,L500,T-D-MM2-VV1.2-REI120-CV30-X80-H180-L500-6.0,T,D,MM2,VV1.2,REI120,CV30,X80,H180,6.0
T-D-MM2-VV2-REI120-CV30-X80-H180-6.0,"±13,4","±46,4",13.4,13.4,46.4,46.4,C25/30,L500,T-D-MM2-VV2-REI120-CV30-X80-H180-L500-6.0,T,D,MM2,VV2,REI120,CV30,X80,H180,6.0
T-D-MM2-VV2.2-REI120-CV30-X80-H180-6.0,"±26,8","±92,8",26.8,26.8,92.8,92.8,C25/30,L500,T-D-MM2-VV2.2-REI120-CV30-X80-H180-L500-6.0,T,D,MM2,VV2.2,REI120,CV30,X80,H180,6.0
T-D-MM2-VV3-REI120-CV30-X80-H180-6.0,"±12,3","±68,0",12.3,12.3,68.0,68.0,C25/30,L500,T-D-MM2-VV3-REI120-CV30-X80-H180-L500-6.0,T,D,MM2,VV3,REI120,CV30,X80,H180,6.0
T-D-MM2-VV3.2-REI120-CV30-X80-H180-6.0,"±24,6","±136,0",24.6,24.6,136.0,136.0,C25/30,L500,T-D-MM2-VV3.2-REI120-CV30-X80-H180-L500-6.0,T,D,MM2,VV3.2,REI120,CV30,X80,H180,6.0
T-D-MM2-VV1-REI120-CV50-X80-H220-6.0,"±14,5","±26,1",14.5,14.5,26.1,26.1,C25/30,L500,T-D-MM2-VV1-REI120-CV50-X80-H220-L500-6.0,T,D,MM2,VV1,REI120,CV50,X80,H220,6.0
T-D-MM2-VV1.2-REI120-CV50-X80-H220-6.0,"±29,0","±52,2",29.0,29.0,52.2,52.2,C25/30,L500,T-D-MM2-VV1.2-REI120-CV50-X80-H220-L500-6.0,T,D,MM2,VV1.2,REI120,CV50,X80,H220,6.0
T-D-MM2-VV2-REI120-CV50-X80-H220-6.0,"±13,4","±46,4",13.4,13.4,46.4,46.4,C25/30,L500,T-D-MM2-VV2-REI120-CV50-X80-H220-L500-6.0,T,D,MM2,VV2,REI120,CV50,X80,H220,6.0
T-D-MM2-VV2.2-REI120-CV50-X80-H220-6.0,"±26,8","±92,8",26.8,26.8,92.8,92.8,C25/30,L500,T-D-MM2-VV2.2-REI120-CV50-X80-H220-L500-6.0,T,D,MM2,VV2.2,REI120,CV50,X80,H220,6.0
T-D-MM2-VV3-REI120-CV50-X80-H220-6.0,"±12,3","±68,0",12.3,12.3,68.0,68.0,C25/30,L500,T-D-MM2-VV3-REI120-CV50-X80-H220-L500-6.0,T,D,MM2,VV3,REI120,CV50,X80,H220,6.0
T-D-MM2-VV3.2-REI120-CV50-X80-H220-6.0,"±24,6","±136,0",24.6,24.6,136.0,136.0,C25/30,L500,T-D-MM2-VV3.2-REI120-CV50-X80-H220-L500-6.0,T,D,MM2,VV3.2,REI120,CV50,X80,H220,6.0
T-D-MM2-VV1-REI120-CV35-X80-H190-6.0,"±15,2","±26,1",15.2,15.2,26.1,26.1,C25/30,L500,T-D-MM2-VV1-REI120-CV35-X80-H190-L500-6.0,T,D,MM2,VV1,REI120,CV35,X80,H190,6.0
T-D-MM2-VV1.2-REI120-CV35-X80-H190-6.0,"±30,4","±52,2",30.4,30.4,52.2,52.2,C25/30,L500,T-D-MM2-VV1.2-REI120-CV35-X80-H190-L500-6.0,T,D,MM2,VV1.2,REI120,CV35,X80,H190,6.0
T-D-MM2-VV2-REI120-CV35-X80-H190-6.0,"±14,1","±46,4",14.1,14.1,46.4,46.4,C25/30,L500,T-D-MM2-VV2-REI120-CV35-X80-H190-L500-6.0,T,D,MM2,VV2,REI120,CV35,X80,H190,6.0
T-D-MM2-VV2.2-REI120-CV35-X80-H190-6.0,"±28,2","±92,8",28.2,28.2,92.8,92.8,C25/30,L500,T-D-MM2-VV2.2-REI120-CV35-X80-H190-L500-6.0,T,D,MM2,VV2.2,REI120,CV35,X80,H190,6.0
T-D-MM2-VV3-REI120-CV35-X80-H190-6.0,"±12,8","±68,0",12.8,12.8,68.0,68.0,C25/30,L500,T-D-MM2-VV3-REI120-CV35-X80-H190-L500-6.0,T,D,MM2,VV3,REI120,CV35,X80,H190,6.0
T-D-MM2-VV3.2-REI120-CV35-X80-H190-6.0,"±25,6","±136,0",25.6,25.6,136.0,136.0,C25/30,L500,T-D-MM2-VV3.2-REI120-CV35-X80-H190-L500-6.0,T,D,MM2,VV3.2,REI120,CV35,X80,H190,6.0
T-D-MM2-VV1-REI120-CV30-X80-H190-6.0,"±15,9","±26,1",15.9,15.9,26.1,26.1,C25/30,L500,T-D-MM2-VV1-REI120-CV30-X80-H190-L500-6.0,T,D,MM2,VV1,REI120,CV30,X80,H190,6.0
T-D-MM2-VV1.2-REI120-CV30-X80-H190-6.0,"±31,8","±52,2",31.8,31.8,52.2,52.2,C25/30,L500,T-D-MM2-VV1.2-REI120-CV30-X80-H190-L500-6.0,T,D,MM2,VV1.2,REI120,CV30,X80,H190,6.0
T-D-MM2-VV2-REI120-CV30-X80-H190-6.0,"±14,7","±46,4",14.7,14.7,46.4,46.4,C25/30,L500,T-D-MM2-VV2-REI120-CV30-X80-H190-L500-6.0,T,D,MM2,VV2,REI120,CV30,X80,H190,6.0
T-D-MM2-VV2.2-REI120-CV30-X80-H190-6.0,"±29,4","±92,8",29.4,29.4,92.8,92.8,C25/30,L500,T-D-MM2-VV2.2-REI120-CV30-X80-H190-L500-6.0,T,D,MM2,VV2.2,REI120,CV30,X80,H190,6.0
T-D-MM2-VV3-REI120-CV30-X80-H190-6.0,"±13,4","±68,0",13.4,13.4,68.0,68.0,C25/30,L500,T-D-MM2-VV3-REI120-CV30-X80-H190-L500-6.0,T,D,MM2,VV3,REI120,CV30,X80,H190,6.0
T-D-MM2-VV3.2-REI120-CV30-X80-H190-6.0,"±26,8","±136,0",26.8,26.8,136.0,136.0,C25/30,L500,T-D-MM2-VV3.2-REI120-CV30-X80-H190-L500-6.0,T,D,MM2,VV3.2,REI120,CV30,X80,H190,6.0
T-D-MM2-VV1-REI120-CV50-X80-H230-6.0,"±15,9","±26,1",15.9,15.9,26.1,26.1,C25/30,L500,T-D-MM2-VV1-REI120-CV50-X80-H230-L500-6.0,T,D,MM2,VV1,REI120,CV50,X80,H230,6.0
T-D-MM2-VV1.2-REI120-CV50-X80-H230-6.0,"±31,8","±52,2",31.8,31.8,52.2,52.2,C25/30,L500,T-D-MM2-VV1.2-REI120-CV50-X80-H230-L500-6.0,T,D,MM2,VV1.2,REI120,CV50,X80,H230,6.0
T-D-MM2-VV2-REI120-CV50-X80-H230-6.0,"±14,7","±46,4",14.7,14.7,46.4,46.4,C25/30,L500,T-D-MM2-VV2-REI120-CV50-X80-H230-L500-6.0,T,D,MM2,VV2,REI120,CV50,X80,H230,6.0
T-D-MM2-VV2.2-REI120-CV50-X80-H230-6.0,"±29,4","±92,8",29.4,29.4,92.8,92.8,C25/30,L500,T-D-MM2-VV2.2-REI120-CV50-X80-H230-L500-6.0,T,D,MM2,VV2.2,REI120,CV50,X80,H230,6.0
T-D-MM2-VV3-REI120-CV50-X80-H230-6.0,"±13,4","±68,0",13.4,13.4,68.0,68.0,C25/30,L500,T-D-MM2-VV3-REI120-CV50-X80-H230-L500-6.0,T,D,MM2,VV3,REI120,CV50,X80,H230,6.0
T-D-MM2-VV3.2-REI120-CV50-X80-H230-6.0,"±26,8","±136,0",26.8,26.8,136.0,136.0,C25/30,L500,T-D-MM2-VV3.2-REI120-CV50-X80-H230-L500-6.0,T,D,MM2,VV3.2,REI120,CV50,X80,H230,6.0
T-D-MM2-VV1-REI120-CV35-X80-H200-6.0,"±16,5","±26,1",16.5,16.5,26.1,26.1,C25/30,L500,T-D-MM2-VV1-REI120-CV35-X80-H200-L500-6.0,T,D,MM2,VV1,REI120,CV35,X80,H200,6.0
T-D-MM2-VV1.2-REI120-CV35-X80-H200-6.0,"±33,0","±52,2",33.0,33.0,52.2,52.2,C25/30,L500,T-D-MM2-VV1.2-REI120-CV35-X80-H200-L500-6.0,T,D,MM2,VV1.2,REI120,CV35,X80,H200,6.0
T-D-MM2-VV2-REI120-CV35-X80-H200-6.0,"±15,3","±46,4",15.3,15.3,46.4,46.4,C25/30,L500,T-D-MM2-VV2-REI120-CV35-X80-H200-L500-6.0,T,D,MM2,VV2,REI120,CV35,X80,H200,6.0
T-D-MM2-VV2.2-REI120-CV35-X80-H200-6.0,"±30,6","±92,8",30.6,30.6,92.8,92.8,C25/30,L500,T-D-MM2-VV2.2-REI120-CV35-X80-H200-L500-6.0,T,D,MM2,VV2.2,REI120,CV35,X80,H200,6.0
T-D-MM2-VV3-REI120-CV35-X80-H200-6.0,"±14,0","±68,0",14.0,14.0,68.0,68.0,C25/30,L500,T-D-MM2-VV3-REI120-CV35-X80-H200-L500-6.0,T,D,MM2,VV3,REI120,CV35,X80,H200,6.0
T-D-MM2-VV3.2-REI120-CV35-X80-H200-6.0,"±28,0","±136,0",28.0,28.0,136.0,136.0,C25/30,L500,T-D-MM2-VV3.2-REI120-CV35-X80-H200-L500-6.0,T,D,MM2,VV3.2,REI120,CV35,X80,H200,6.0
T-D-MM2-VV1-REI120-CV30-X80-H200-6.0,"±17,2","±26,1",17.2,17.2,26.1,26.1,C25/30,L500,T-D-MM2-VV1-REI120-CV30-X80-H200-L500-6.0,T,D,MM2,VV1,REI120,CV30,X80,H200,6.0
T-D-MM2-VV1.2-REI120-CV30-X80-H200-6.0,"±34,4","±52,2",34.4,34.4,52.2,52.2,C25/30,L500,T-D-MM2-VV1.2-REI120-CV30-X80-H200-L500-6.0,T,D,MM2,VV1.2,REI120,CV30,X80,H200,6.0
T-D-MM2-VV2-REI120-CV30-X80-H200-6.0,"±15,9","±46,4",15.9,15.9,46.4,46.4,C25/30,L500,T-D-MM2-VV2-REI120-CV30-X80-H200-L500-6.0,T,D,MM2,VV2,REI120,CV30,X80,H200,6.0
T-D-MM2-VV2.2-REI120-CV30-X80-H200-6.0,"±31,8","±92,8",31.8,31.8,92.8,92.8,C25/30,L500,T-D-MM2-VV2.2-REI120-CV30-X80-H200-L500-6.0,T,D,MM2,VV2.2,REI120,CV30,X80,H200,6.0
