Encoded,MrD,vRd,TableName
XT-K-M3-VV1-REI120-CV50-X120-H200-6.2_220mm,23.9,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V1-REI120-CV50-X120-H200-6.2_220mm,27.3,35.3,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V2-REI120-CV50-X120-H200-6.2_220mm,27.3,62.7,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V3-REI120-CV50-X120-H200-6.2_220mm,27.3,100.3,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-VV1-REI120-CV50-X120-H200-6.2_220mm,27.3,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M1-V1-REI120-CV35-X120-H190-6.2_220mm,12.3,28.2,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M1-V2-REI120-CV35-X120-H190-6.2_220mm,12.3,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M2-V1-REI120-CV35-X120-H190-6.2_220mm,20.7,28.2,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M2-V2-REI120-CV35-X120-H190-6.2_220mm,20.7,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M3-V1-REI120-CV35-X120-H190-6.2_220mm,24.9,28.2,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M3-V2-REI120-CV35-X120-H190-6.2_220mm,24.9,62.7,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M3-VV1-REI120-CV35-X120-H190-6.2_220mm,24.9,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V1-REI120-CV35-X120-H190-6.2_220mm,28.5,35.3,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V2-REI120-CV35-X120-H190-6.2_220mm,28.5,62.7,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V3-REI120-CV35-X120-H190-6.2_220mm,28.5,100.3,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-VV1-REI120-CV35-X120-H190-6.2_220mm,28.5,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M1-V1-REI120-CV50-X120-H210-6.2_220mm,13.0,28.2,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M1-V2-REI120-CV50-X120-H210-6.2_220mm,13.0,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M2-V1-REI120-CV50-X120-H210-6.2_220mm,21.8,28.2,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M2-V2-REI120-CV50-X120-H210-6.2_220mm,21.8,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M3-V1-REI120-CV50-X120-H210-6.2_220mm,26.0,28.2,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M3-V2-REI120-CV50-X120-H210-6.2_220mm,26.0,62.7,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M3-VV1-REI120-CV50-X120-H210-6.2_220mm,26.0,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V1-REI120-CV50-X120-H210-6.2_220mm,29.7,35.3,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V2-REI120-CV50-X120-H210-6.2_220mm,29.7,62.7,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V3-REI120-CV50-X120-H210-6.2_220mm,29.7,100.3,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-VV1-REI120-CV50-X120-H210-6.2_220mm,29.7,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M1-V1-REI120-CV35-X120-H200-6.2_220mm,13.6,28.2,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M1-V2-REI120-CV35-X120-H200-6.2_220mm,13.6,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M2-V1-REI120-CV35-X120-H200-6.2_220mm,22.7,28.2,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M2-V2-REI120-CV35-X120-H200-6.2_220mm,22.7,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M3-V1-REI120-CV35-X120-H200-6.2_220mm,27.0,28.2,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M3-V2-REI120-CV35-X120-H200-6.2_220mm,27.0,62.7,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M3-VV1-REI120-CV35-X120-H200-6.2_220mm,27.0,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V1-REI120-CV35-X120-H200-6.2_220mm,30.9,35.3,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V2-REI120-CV35-X120-H200-6.2_220mm,30.9,62.7,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V3-REI120-CV35-X120-H200-6.2_220mm,30.9,100.3,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-VV1-REI120-CV35-X120-H200-6.2_220mm,30.9,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M1-V1-REI120-CV50-X120-H220-6.2_220mm,14.3,28.2,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M1-V2-REI120-CV50-X120-H220-6.2_220mm,14.3,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M2-V1-REI120-CV50-X120-H220-6.2_220mm,23.8,28.2,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M2-V2-REI120-CV50-X120-H220-6.2_220mm,23.8,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M3-V1-REI120-CV50-X120-H220-6.2_220mm,28.1,28.2,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M3-V2-REI120-CV50-X120-H220-6.2_220mm,28.1,62.7,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M3-VV1-REI120-CV50-X120-H220-6.2_220mm,28.1,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V1-REI120-CV50-X120-H220-6.2_220mm,32.1,35.3,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V2-REI120-CV50-X120-H220-6.2_220mm,32.1,62.7,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V3-REI120-CV50-X120-H220-6.2_220mm,32.1,100.3,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-VV1-REI120-CV50-X120-H220-6.2_220mm,32.1,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M1-V1-REI120-CV35-X120-H210-6.2_220mm,14.8,28.2,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M1-V2-REI120-CV35-X120-H210-6.2_220mm,14.8,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M2-V1-REI120-CV35-X120-H210-6.2_220mm,24.7,28.2,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M2-V2-REI120-CV35-X120-H210-6.2_220mm,24.7,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M3-V1-REI120-CV35-X120-H210-6.2_220mm,29.2,28.2,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M3-V2-REI120-CV35-X120-H210-6.2_220mm,29.2,62.7,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M3-VV1-REI120-CV35-X120-H210-6.2_220mm,29.2,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V1-REI120-CV35-X120-H210-6.2_220mm,33.3,35.3,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V2-REI120-CV35-X120-H210-6.2_220mm,33.3,62.7,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V3-REI120-CV35-X120-H210-6.2_220mm,33.3,100.3,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-VV1-REI120-CV35-X120-H210-6.2_220mm,33.3,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M1-V1-REI120-CV50-X120-H230-6.2_220mm,15.5,28.2,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M1-V2-REI120-CV50-X120-H230-6.2_220mm,15.5,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M2-V1-REI120-CV50-X120-H230-6.2_220mm,25.8,28.2,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M2-V2-REI120-CV50-X120-H230-6.2_220mm,25.8,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M3-V1-REI120-CV50-X120-H230-6.2_220mm,30.2,28.2,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M3-V2-REI120-CV50-X120-H230-6.2_220mm,30.2,62.7,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M3-VV1-REI120-CV50-X120-H230-6.2_220mm,30.2,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V1-REI120-CV50-X120-H230-6.2_220mm,34.5,35.3,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V2-REI120-CV50-X120-H230-6.2_220mm,34.5,62.7,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V3-REI120-CV50-X120-H230-6.2_220mm,34.5,100.3,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-VV1-REI120-CV50-X120-H230-6.2_220mm,34.5,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M1-V1-REI120-CV35-X120-H220-6.2_220mm,16.0,28.2,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M1-V2-REI120-CV35-X120-H220-6.2_220mm,16.0,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M2-V1-REI120-CV35-X120-H220-6.2_220mm,26.7,28.2,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M2-V2-REI120-CV35-X120-H220-6.2_220mm,26.7,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M3-V1-REI120-CV35-X120-H220-6.2_220mm,31.3,28.2,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M3-V2-REI120-CV35-X120-H220-6.2_220mm,31.3,62.7,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M3-VV1-REI120-CV35-X120-H220-6.2_220mm,31.3,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V1-REI120-CV35-X120-H220-6.2_220mm,35.7,35.3,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V2-REI120-CV35-X120-H220-6.2_220mm,35.7,62.7,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V3-REI120-CV35-X120-H220-6.2_220mm,35.7,100.3,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-VV1-REI120-CV35-X120-H220-6.2_220mm,35.7,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M1-V1-REI120-CV50-X120-H240-6.2_220mm,16.8,28.2,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M1-V2-REI120-CV50-X120-H240-6.2_220mm,16.8,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M2-V1-REI120-CV50-X120-H240-6.2_220mm,27.7,28.2,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M2-V2-REI120-CV50-X120-H240-6.2_220mm,27.7,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M3-V1-REI120-CV50-X120-H240-6.2_220mm,32.3,28.2,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M3-V2-REI120-CV50-X120-H240-6.2_220mm,32.3,62.7,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M3-VV1-REI120-CV50-X120-H240-6.2_220mm,32.3,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V1-REI120-CV50-X120-H240-6.2_220mm,36.9,35.3,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V2-REI120-CV50-X120-H240-6.2_220mm,36.9,62.7,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V3-REI120-CV50-X120-H240-6.2_220mm,36.9,100.3,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-VV1-REI120-CV50-X120-H240-6.2_220mm,36.9,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M1-V1-REI120-CV35-X120-H230-6.2_220mm,17.3,28.2,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M1-V2-REI120-CV35-X120-H230-6.2_220mm,17.3,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M2-V1-REI120-CV35-X120-H230-6.2_220mm,28.6,28.2,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M2-V2-REI120-CV35-X120-H230-6.2_220mm,28.6,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M3-V1-REI120-CV35-X120-H230-6.2_220mm,33.4,28.2,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M3-V2-REI120-CV35-X120-H230-6.2_220mm,33.4,62.7,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M3-VV1-REI120-CV35-X120-H230-6.2_220mm,33.4,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V1-REI120-CV35-X120-H230-6.2_220mm,38.2,35.3,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V2-REI120-CV35-X120-H230-6.2_220mm,38.2,62.7,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V3-REI120-CV35-X120-H230-6.2_220mm,38.2,100.3,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-VV1-REI120-CV35-X120-H230-6.2_220mm,38.2,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M1-V1-REI120-CV50-X120-H250-6.2_220mm,18.1,28.2,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M1-V2-REI120-CV50-X120-H250-6.2_220mm,18.1,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M2-V1-REI120-CV50-X120-H250-6.2_220mm,29.5,28.2,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M2-V2-REI120-CV50-X120-H250-6.2_220mm,29.5,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M3-V1-REI120-CV50-X120-H250-6.2_220mm,34.4,28.2,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M3-V2-REI120-CV50-X120-H250-6.2_220mm,34.4,62.7,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M3-VV1-REI120-CV50-X120-H250-6.2_220mm,34.4,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V1-REI120-CV50-X120-H250-6.2_220mm,39.4,35.3,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V2-REI120-CV50-X120-H250-6.2_220mm,39.4,62.7,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V3-REI120-CV50-X120-H250-6.2_220mm,39.4,100.3,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-VV1-REI120-CV50-X120-H250-6.2_220mm,39.4,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M1-V1-REI120-CV35-X120-H240-6.2_220mm,18.6,28.2,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M1-V2-REI120-CV35-X120-H240-6.2_220mm,18.6,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M2-V1-REI120-CV35-X120-H240-6.2_220mm,30.4,28.2,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M2-V2-REI120-CV35-X120-H240-6.2_220mm,30.4,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M3-V1-REI120-CV35-X120-H240-6.2_220mm,35.5,28.2,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M3-V2-REI120-CV35-X120-H240-6.2_220mm,35.5,62.7,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M3-VV1-REI120-CV35-X120-H240-6.2_220mm,35.5,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V1-REI120-CV35-X120-H240-6.2_220mm,40.6,35.3,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V2-REI120-CV35-X120-H240-6.2_220mm,40.6,62.7,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V3-REI120-CV35-X120-H240-6.2_220mm,40.6,100.3,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-VV1-REI120-CV35-X120-H240-6.2_220mm,40.6,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M1-V1-REI120-CV35-X120-H250-6.2_220mm,20.0,28.2,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M1-V2-REI120-CV35-X120-H250-6.2_220mm,20.0,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M2-V1-REI120-CV35-X120-H250-6.2_220mm,32.2,28.2,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M2-V2-REI120-CV35-X120-H250-6.2_220mm,32.2,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M3-V1-REI120-CV35-X120-H250-6.2_220mm,37.6,28.2,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M3-V2-REI120-CV35-X120-H250-6.2_220mm,37.6,62.7,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M3-VV1-REI120-CV35-X120-H250-6.2_220mm,37.6,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V1-REI120-CV35-X120-H250-6.2_220mm,43.0,35.3,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V2-REI120-CV35-X120-H250-6.2_220mm,43.0,62.7,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-V3-REI120-CV35-X120-H250-6.2_220mm,43.0,100.3,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M4-VV1-REI120-CV35-X120-H250-6.2_220mm,43.0,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm
XT-K-M5-V1-REI120-CV35-X120-H160-6.2_220mm,23.3,35.3,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M5-V2-REI120-CV35-X120-H160-6.2_220mm,23.3,62.7,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M5-V3-REI120-CV35-X120-H160-6.2_220mm,23.3,87.8,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M5-VV1-REI120-CV35-X120-H160-6.2_220mm,23.3,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M6-V1-REI120-CV35-X120-H160-6.2_220mm,26.7,35.3,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M6-V2-REI120-CV35-X120-H160-6.2_220mm,26.7,62.7,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M6-V3-REI120-CV35-X120-H160-6.2_220mm,26.7,100.3,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M6-VV1-REI120-CV35-X120-H160-6.2_220mm,26.7,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M7-V1-REI120-CV35-X120-H160-6.2_220mm,30.8,75.2,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M7-V2-REI120-CV35-X120-H160-6.2_220mm,30.8,100.3,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M8-V1-REI120-CV35-X120-H160-6.2_220mm,33.6,87.8,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M8-V2-REI120-CV35-X120-H160-6.2_220mm,33.6,112.8,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M5-V1-REI120-CV50-X120-H180-6.2_220mm,24.7,35.3,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M5-V2-REI120-CV50-X120-H180-6.2_220mm,24.7,62.7,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M5-V3-REI120-CV50-X120-H180-6.2_220mm,24.7,87.8,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M5-VV1-REI120-CV50-X120-H180-6.2_220mm,24.7,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M6-V1-REI120-CV50-X120-H180-6.2_220mm,28.3,35.3,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M6-V2-REI120-CV50-X120-H180-6.2_220mm,28.3,62.7,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M6-V3-REI120-CV50-X120-H180-6.2_220mm,28.3,100.3,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M6-VV1-REI120-CV50-X120-H180-6.2_220mm,28.3,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M7-V1-REI120-CV50-X120-H180-6.2_220mm,32.7,75.2,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M7-V2-REI120-CV50-X120-H180-6.2_220mm,32.7,100.3,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M8-V1-REI120-CV50-X120-H180-6.2_220mm,35.6,87.8,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M8-V2-REI120-CV50-X120-H180-6.2_220mm,35.6,112.8,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M5-V1-REI120-CV35-X120-H170-6.2_220mm,26.1,35.3,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M5-V2-REI120-CV35-X120-H170-6.2_220mm,26.1,62.7,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M5-V3-REI120-CV35-X120-H170-6.2_220mm,26.1,87.8,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M5-VV1-REI120-CV35-X120-H170-6.2_220mm,26.1,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M6-V1-REI120-CV35-X120-H170-6.2_220mm,29.9,35.3,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M6-V2-REI120-CV35-X120-H170-6.2_220mm,29.9,62.7,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M6-V3-REI120-CV35-X120-H170-6.2_220mm,29.9,100.3,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M6-VV1-REI120-CV35-X120-H170-6.2_220mm,29.9,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M7-V1-REI120-CV35-X120-H170-6.2_220mm,34.6,75.2,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M7-V2-REI120-CV35-X120-H170-6.2_220mm,34.6,100.3,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M8-V1-REI120-CV35-X120-H170-6.2_220mm,37.7,87.8,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M8-V2-REI120-CV35-X120-H170-6.2_220mm,37.7,112.8,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M5-V1-REI120-CV50-X120-H190-6.2_220mm,27.5,35.3,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M5-V2-REI120-CV50-X120-H190-6.2_220mm,27.5,62.7,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M5-V3-REI120-CV50-X120-H190-6.2_220mm,27.5,87.8,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M5-VV1-REI120-CV50-X120-H190-6.2_220mm,27.5,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M6-V1-REI120-CV50-X120-H190-6.2_220mm,31.5,35.3,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M6-V2-REI120-CV50-X120-H190-6.2_220mm,31.5,62.7,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M6-V3-REI120-CV50-X120-H190-6.2_220mm,31.5,100.3,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M6-VV1-REI120-CV50-X120-H190-6.2_220mm,31.5,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M7-V1-REI120-CV50-X120-H190-6.2_220mm,36.5,75.2,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M7-V2-REI120-CV50-X120-H190-6.2_220mm,36.5,100.3,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M8-V1-REI120-CV50-X120-H190-6.2_220mm,39.8,87.8,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M8-V2-REI120-CV50-X120-H190-6.2_220mm,39.8,112.8,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M5-V1-REI120-CV35-X120-H180-6.2_220mm,28.9,35.3,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M5-V2-REI120-CV35-X120-H180-6.2_220mm,28.9,62.7,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M5-V3-REI120-CV35-X120-H180-6.2_220mm,28.9,87.8,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M5-VV1-REI120-CV35-X120-H180-6.2_220mm,28.9,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M6-V1-REI120-CV35-X120-H180-6.2_220mm,33.1,35.3,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M6-V2-REI120-CV35-X120-H180-6.2_220mm,33.1,62.7,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M6-V3-REI120-CV35-X120-H180-6.2_220mm,33.1,100.3,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M6-VV1-REI120-CV35-X120-H180-6.2_220mm,33.1,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M7-V1-REI120-CV35-X120-H180-6.2_220mm,38.4,75.2,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M7-V2-REI120-CV35-X120-H180-6.2_220mm,38.4,100.3,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M8-V1-REI120-CV35-X120-H180-6.2_220mm,41.9,87.8,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M8-V2-REI120-CV35-X120-H180-6.2_220mm,41.9,112.8,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M5-V1-REI120-CV50-X120-H200-6.2_220mm,30.4,35.3,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M5-V2-REI120-CV50-X120-H200-6.2_220mm,30.4,62.7,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M5-V3-REI120-CV50-X120-H200-6.2_220mm,30.4,87.8,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M5-VV1-REI120-CV50-X120-H200-6.2_220mm,30.4,50.1,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M6-V1-REI120-CV50-X120-H200-6.2_220mm,34.7,35.3,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
XT-K-M6-V2-REI120-CV50-X120-H200-6.2_220mm,34.7,62.7,Schock_Isokorb_XT_Typ_K_6.2_220mm_2
