Encoded,MrD,vRd,TableName
T-K-M12-V3-REI120-CV50-X80-H220-6.1,38.9,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V1-REI120-CV50-X80-H220-6.1,77.8,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V2-REI120-CV50-X80-H220-6.1,77.8,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V3-REI120-CV50-X80-H220-6.1,77.8,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V1-REI120-CV50-X80-H220-6.1,54.1,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V2-REI120-CV50-X80-H220-6.1,54.1,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V3-REI120-CV50-X80-H220-6.1,54.1,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V1-REI120-CV50-X80-H220-6.1,108.2,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V2-REI120-CV50-X80-H220-6.1,108.2,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V3-REI120-CV50-X80-H220-6.1,108.2,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V1-REI120-CV50-X80-H220-6.1,63.1,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V2-REI120-CV50-X80-H220-6.1,63.1,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V3-REI120-CV50-X80-H220-6.1,63.1,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V1-REI120-CV50-X80-H220-6.1,126.2,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V2-REI120-CV50-X80-H220-6.1,126.2,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V3-REI120-CV50-X80-H220-6.1,126.2,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V1-REI120-CV35-X80-H210-6.1,40.7,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V2-REI120-CV35-X80-H210-6.1,40.7,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V3-REI120-CV35-X80-H210-6.1,40.7,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V1-REI120-CV35-X80-H210-6.1,81.4,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V2-REI120-CV35-X80-H210-6.1,81.4,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V3-REI120-CV35-X80-H210-6.1,81.4,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V1-REI120-CV35-X80-H210-6.1,56.2,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V2-REI120-CV35-X80-H210-6.1,56.2,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V3-REI120-CV35-X80-H210-6.1,56.2,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V1-REI120-CV35-X80-H210-6.1,112.4,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V2-REI120-CV35-X80-H210-6.1,112.4,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V3-REI120-CV35-X80-H210-6.1,112.4,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V1-REI120-CV35-X80-H210-6.1,65.6,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V2-REI120-CV35-X80-H210-6.1,65.6,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V3-REI120-CV35-X80-H210-6.1,65.6,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V1-REI120-CV35-X80-H210-6.1,131.2,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V2-REI120-CV35-X80-H210-6.1,131.2,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V3-REI120-CV35-X80-H210-6.1,131.2,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V1-REI120-CV30-X80-H210-6.1,42.5,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V2-REI120-CV30-X80-H210-6.1,42.5,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V3-REI120-CV30-X80-H210-6.1,42.5,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V1-REI120-CV30-X80-H210-6.1,85.0,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V2-REI120-CV30-X80-H210-6.1,85.0,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V3-REI120-CV30-X80-H210-6.1,85.0,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V1-REI120-CV30-X80-H210-6.1,58.4,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V2-REI120-CV30-X80-H210-6.1,58.4,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V3-REI120-CV30-X80-H210-6.1,58.4,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V1-REI120-CV30-X80-H210-6.1,116.8,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V2-REI120-CV30-X80-H210-6.1,116.8,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V3-REI120-CV30-X80-H210-6.1,116.8,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V1-REI120-CV30-X80-H210-6.1,68.1,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V2-REI120-CV30-X80-H210-6.1,68.1,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V3-REI120-CV30-X80-H210-6.1,68.1,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V1-REI120-CV30-X80-H210-6.1,136.2,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V2-REI120-CV30-X80-H210-6.1,136.2,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V3-REI120-CV30-X80-H210-6.1,136.2,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V1-REI120-CV50-X80-H230-6.1,42.5,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V2-REI120-CV50-X80-H230-6.1,42.5,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V3-REI120-CV50-X80-H230-6.1,42.5,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V1-REI120-CV50-X80-H230-6.1,85.0,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V2-REI120-CV50-X80-H230-6.1,85.0,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V3-REI120-CV50-X80-H230-6.1,85.0,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V1-REI120-CV50-X80-H230-6.1,58.4,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V2-REI120-CV50-X80-H230-6.1,58.4,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V3-REI120-CV50-X80-H230-6.1,58.4,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V1-REI120-CV50-X80-H230-6.1,116.8,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V2-REI120-CV50-X80-H230-6.1,116.8,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V3-REI120-CV50-X80-H230-6.1,116.8,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V1-REI120-CV50-X80-H230-6.1,68.1,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V2-REI120-CV50-X80-H230-6.1,68.1,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V3-REI120-CV50-X80-H230-6.1,68.1,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V1-REI120-CV50-X80-H230-6.1,136.2,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V2-REI120-CV50-X80-H230-6.1,136.2,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V3-REI120-CV50-X80-H230-6.1,136.2,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V1-REI120-CV35-X80-H220-6.1,44.3,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V2-REI120-CV35-X80-H220-6.1,44.3,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V3-REI120-CV35-X80-H220-6.1,44.3,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V1-REI120-CV35-X80-H220-6.1,88.6,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V2-REI120-CV35-X80-H220-6.1,88.6,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V3-REI120-CV35-X80-H220-6.1,88.6,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V1-REI120-CV35-X80-H220-6.1,60.6,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V2-REI120-CV35-X80-H220-6.1,60.6,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V3-REI120-CV35-X80-H220-6.1,60.6,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V1-REI120-CV35-X80-H220-6.1,121.2,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V2-REI120-CV35-X80-H220-6.1,121.2,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V3-REI120-CV35-X80-H220-6.1,121.2,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V1-REI120-CV35-X80-H220-6.1,70.7,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V2-REI120-CV35-X80-H220-6.1,70.7,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V3-REI120-CV35-X80-H220-6.1,70.7,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V1-REI120-CV35-X80-H220-6.1,141.4,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V2-REI120-CV35-X80-H220-6.1,141.4,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V3-REI120-CV35-X80-H220-6.1,141.4,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V1-REI120-CV30-X80-H220-6.1,46.1,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V2-REI120-CV30-X80-H220-6.1,46.1,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V3-REI120-CV30-X80-H220-6.1,46.1,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V1-REI120-CV30-X80-H220-6.1,92.2,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V2-REI120-CV30-X80-H220-6.1,92.2,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V3-REI120-CV30-X80-H220-6.1,92.2,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V1-REI120-CV30-X80-H220-6.1,62.7,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V2-REI120-CV30-X80-H220-6.1,62.7,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V3-REI120-CV30-X80-H220-6.1,62.7,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V1-REI120-CV30-X80-H220-6.1,125.4,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V2-REI120-CV30-X80-H220-6.1,125.4,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V3-REI120-CV30-X80-H220-6.1,125.4,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V1-REI120-CV30-X80-H220-6.1,73.2,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V2-REI120-CV30-X80-H220-6.1,73.2,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V3-REI120-CV30-X80-H220-6.1,73.2,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V1-REI120-CV30-X80-H220-6.1,146.4,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V2-REI120-CV30-X80-H220-6.1,146.4,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V3-REI120-CV30-X80-H220-6.1,146.4,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V1-REI120-CV50-X80-H240-6.1,46.1,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V2-REI120-CV50-X80-H240-6.1,46.1,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V3-REI120-CV50-X80-H240-6.1,46.1,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V1-REI120-CV50-X80-H240-6.1,92.2,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V2-REI120-CV50-X80-H240-6.1,92.2,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V3-REI120-CV50-X80-H240-6.1,92.2,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V1-REI120-CV50-X80-H240-6.1,62.7,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V2-REI120-CV50-X80-H240-6.1,62.7,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V3-REI120-CV50-X80-H240-6.1,62.7,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V1-REI120-CV50-X80-H240-6.1,125.4,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V2-REI120-CV50-X80-H240-6.1,125.4,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V3-REI120-CV50-X80-H240-6.1,125.4,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V1-REI120-CV50-X80-H240-6.1,73.2,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V2-REI120-CV50-X80-H240-6.1,73.2,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V3-REI120-CV50-X80-H240-6.1,73.2,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V1-REI120-CV50-X80-H240-6.1,146.4,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V2-REI120-CV50-X80-H240-6.1,146.4,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V3-REI120-CV50-X80-H240-6.1,146.4,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V1-REI120-CV35-X80-H230-6.1,47.9,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V2-REI120-CV35-X80-H230-6.1,47.9,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V3-REI120-CV35-X80-H230-6.1,47.9,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V1-REI120-CV35-X80-H230-6.1,95.8,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V2-REI120-CV35-X80-H230-6.1,95.8,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V3-REI120-CV35-X80-H230-6.1,95.8,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V1-REI120-CV35-X80-H230-6.1,64.9,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V2-REI120-CV35-X80-H230-6.1,64.9,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V3-REI120-CV35-X80-H230-6.1,64.9,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V1-REI120-CV35-X80-H230-6.1,129.8,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V2-REI120-CV35-X80-H230-6.1,129.8,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V3-REI120-CV35-X80-H230-6.1,129.8,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V1-REI120-CV35-X80-H230-6.1,75.7,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V2-REI120-CV35-X80-H230-6.1,75.7,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V3-REI120-CV35-X80-H230-6.1,75.7,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V1-REI120-CV35-X80-H230-6.1,151.4,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V2-REI120-CV35-X80-H230-6.1,151.4,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V3-REI120-CV35-X80-H230-6.1,151.4,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V1-REI120-CV30-X80-H230-6.1,49.7,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V2-REI120-CV30-X80-H230-6.1,49.7,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V3-REI120-CV30-X80-H230-6.1,49.7,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V1-REI120-CV30-X80-H230-6.1,99.4,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V2-REI120-CV30-X80-H230-6.1,99.4,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V3-REI120-CV30-X80-H230-6.1,99.4,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V1-REI120-CV30-X80-H230-6.1,67.1,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V2-REI120-CV30-X80-H230-6.1,67.1,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V3-REI120-CV30-X80-H230-6.1,67.1,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V1-REI120-CV30-X80-H230-6.1,134.2,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V2-REI120-CV30-X80-H230-6.1,134.2,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V3-REI120-CV30-X80-H230-6.1,134.2,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V1-REI120-CV30-X80-H230-6.1,78.2,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V2-REI120-CV30-X80-H230-6.1,78.2,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V3-REI120-CV30-X80-H230-6.1,78.2,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V1-REI120-CV30-X80-H230-6.1,156.4,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V2-REI120-CV30-X80-H230-6.1,156.4,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V3-REI120-CV30-X80-H230-6.1,156.4,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V1-REI120-CV50-X80-H250-6.1,49.7,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V2-REI120-CV50-X80-H250-6.1,49.7,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V3-REI120-CV50-X80-H250-6.1,49.7,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V1-REI120-CV50-X80-H250-6.1,99.4,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V2-REI120-CV50-X80-H250-6.1,99.4,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V3-REI120-CV50-X80-H250-6.1,99.4,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V1-REI120-CV50-X80-H250-6.1,67.1,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V2-REI120-CV50-X80-H250-6.1,67.1,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V3-REI120-CV50-X80-H250-6.1,67.1,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V1-REI120-CV50-X80-H250-6.1,134.2,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V2-REI120-CV50-X80-H250-6.1,134.2,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V3-REI120-CV50-X80-H250-6.1,134.2,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V1-REI120-CV50-X80-H250-6.1,78.2,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V2-REI120-CV50-X80-H250-6.1,78.2,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V3-REI120-CV50-X80-H250-6.1,78.2,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V1-REI120-CV50-X80-H250-6.1,156.4,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V2-REI120-CV50-X80-H250-6.1,156.4,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V3-REI120-CV50-X80-H250-6.1,156.4,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V1-REI120-CV35-X80-H240-6.1,51.6,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V2-REI120-CV35-X80-H240-6.1,51.6,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V3-REI120-CV35-X80-H240-6.1,51.6,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V1-REI120-CV35-X80-H240-6.1,103.2,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V2-REI120-CV35-X80-H240-6.1,103.2,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V3-REI120-CV35-X80-H240-6.1,103.2,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V1-REI120-CV35-X80-H240-6.1,69.2,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V2-REI120-CV35-X80-H240-6.1,69.2,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V3-REI120-CV35-X80-H240-6.1,69.2,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V1-REI120-CV35-X80-H240-6.1,138.4,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V2-REI120-CV35-X80-H240-6.1,138.4,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V3-REI120-CV35-X80-H240-6.1,138.4,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V1-REI120-CV35-X80-H240-6.1,80.8,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V2-REI120-CV35-X80-H240-6.1,80.8,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V3-REI120-CV35-X80-H240-6.1,80.8,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V1-REI120-CV35-X80-H240-6.1,161.6,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V2-REI120-CV35-X80-H240-6.1,161.6,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V3-REI120-CV35-X80-H240-6.1,161.6,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V1-REI120-CV30-X80-H240-6.1,53.4,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V2-REI120-CV30-X80-H240-6.1,53.4,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V3-REI120-CV30-X80-H240-6.1,53.4,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V1-REI120-CV30-X80-H240-6.1,106.8,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V2-REI120-CV30-X80-H240-6.1,106.8,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V3-REI120-CV30-X80-H240-6.1,106.8,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V1-REI120-CV30-X80-H240-6.1,71.4,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V2-REI120-CV30-X80-H240-6.1,71.4,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V3-REI120-CV30-X80-H240-6.1,71.4,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V1-REI120-CV30-X80-H240-6.1,142.8,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V2-REI120-CV30-X80-H240-6.1,142.8,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V3-REI120-CV30-X80-H240-6.1,142.8,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V1-REI120-CV30-X80-H240-6.1,83.3,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V2-REI120-CV30-X80-H240-6.1,83.3,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V3-REI120-CV30-X80-H240-6.1,83.3,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V1-REI120-CV30-X80-H240-6.1,166.6,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V2-REI120-CV30-X80-H240-6.1,166.6,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V3-REI120-CV30-X80-H240-6.1,166.6,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V1-REI120-CV35-X80-H250-6.1,55.2,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V2-REI120-CV35-X80-H250-6.1,55.2,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V3-REI120-CV35-X80-H250-6.1,55.2,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V1-REI120-CV35-X80-H250-6.1,110.4,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V2-REI120-CV35-X80-H250-6.1,110.4,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V3-REI120-CV35-X80-H250-6.1,110.4,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V1-REI120-CV35-X80-H250-6.1,73.5,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V2-REI120-CV35-X80-H250-6.1,73.5,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M13-V3-REI120-CV35-X80-H250-6.1,73.5,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V1-REI120-CV35-X80-H250-6.1,147.0,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V2-REI120-CV35-X80-H250-6.1,147.0,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M13.2-V3-REI120-CV35-X80-H250-6.1,147.0,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V1-REI120-CV35-X80-H250-6.1,85.8,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V2-REI120-CV35-X80-H250-6.1,85.8,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M14-V3-REI120-CV35-X80-H250-6.1,85.8,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V1-REI120-CV35-X80-H250-6.1,171.6,144.8,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V2-REI120-CV35-X80-H250-6.1,171.6,208.6,Schock_Isokorb_T_Typ_K_6.1
T-K-M14.2-V3-REI120-CV35-X80-H250-6.1,171.6,284.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V1-REI120-CV30-X80-H250-6.1,57.0,72.4,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V2-REI120-CV30-X80-H250-6.1,57.0,104.3,Schock_Isokorb_T_Typ_K_6.1
T-K-M12-V3-REI120-CV30-X80-H250-6.1,57.0,142.0,Schock_Isokorb_T_Typ_K_6.1
T-K-M12.2-V1-REI120-CV30-X80-H250-6.1,114.0,144.8,Schock_Isokorb_T_Typ_K_6.1
