Encoded,MrD,vRd,TableName
T-D-MM6-VV3.2-REI120-CV50-X80-H240-6.0,92.6,136.0,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV4-REI120-CV50-X80-H240-6.0,44.9,90.7,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV4.2-REI120-CV50-X80-H240-6.0,89.8,181.4,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV5-REI120-CV50-X80-H240-6.0,41.8,139.1,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV5.2-REI120-CV50-X80-H240-6.0,83.6,278.2,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV1-REI120-CV35-X80-H210-6.0,50.9,26.1,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV1.2-REI120-CV35-X80-H210-6.0,101.8,52.2,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV2-REI120-CV35-X80-H210-6.0,49.6,46.4,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV2.2-REI120-CV35-X80-H210-6.0,99.2,92.8,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV3-REI120-CV35-X80-H210-6.0,48.2,68.0,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV3.2-REI120-CV35-X80-H210-6.0,96.4,136.0,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV4-REI120-CV35-X80-H210-6.0,46.7,90.7,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV4.2-REI120-CV35-X80-H210-6.0,93.4,181.4,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV5-REI120-CV35-X80-H210-6.0,43.5,139.1,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV5.2-REI120-CV35-X80-H210-6.0,87.0,278.2,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV1-REI120-CV30-X80-H210-6.0,52.8,26.1,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV1.2-REI120-CV30-X80-H210-6.0,105.6,52.2,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV2-REI120-CV30-X80-H210-6.0,51.5,46.4,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV2.2-REI120-CV30-X80-H210-6.0,103.0,92.8,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV3-REI120-CV30-X80-H210-6.0,50.0,68.0,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV3.2-REI120-CV30-X80-H210-6.0,100.0,136.0,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV4-REI120-CV30-X80-H210-6.0,48.4,90.7,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV4.2-REI120-CV30-X80-H210-6.0,96.8,181.4,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV5-REI120-CV30-X80-H210-6.0,45.2,139.1,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV5.2-REI120-CV30-X80-H210-6.0,90.4,278.2,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV1-REI120-CV50-X80-H250-6.0,52.8,26.1,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV1.2-REI120-CV50-X80-H250-6.0,105.6,52.2,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV2-REI120-CV50-X80-H250-6.0,51.5,46.4,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV2.2-REI120-CV50-X80-H250-6.0,103.0,92.8,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV3-REI120-CV50-X80-H250-6.0,50.0,68.0,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV3.2-REI120-CV50-X80-H250-6.0,100.0,136.0,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV4-REI120-CV50-X80-H250-6.0,48.4,90.7,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV4.2-REI120-CV50-X80-H250-6.0,96.8,181.4,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV5-REI120-CV50-X80-H250-6.0,45.2,139.1,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV5.2-REI120-CV50-X80-H250-6.0,90.4,278.2,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV1-REI120-CV35-X80-H220-6.0,54.8,26.1,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV1.2-REI120-CV35-X80-H220-6.0,109.6,52.2,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV2-REI120-CV35-X80-H220-6.0,53.4,46.4,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV2.2-REI120-CV35-X80-H220-6.0,106.8,92.8,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV3-REI120-CV35-X80-H220-6.0,51.8,68.0,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV3.2-REI120-CV35-X80-H220-6.0,103.6,136.0,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV4-REI120-CV35-X80-H220-6.0,50.2,90.7,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV4.2-REI120-CV35-X80-H220-6.0,100.4,181.4,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV5-REI120-CV35-X80-H220-6.0,46.8,139.1,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV5.2-REI120-CV35-X80-H220-6.0,93.6,278.2,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV1-REI120-CV30-X80-H220-6.0,56.7,26.1,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV1.2-REI120-CV30-X80-H220-6.0,113.4,52.2,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV2-REI120-CV30-X80-H220-6.0,55.2,46.4,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV2.2-REI120-CV30-X80-H220-6.0,110.4,92.8,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV3-REI120-CV30-X80-H220-6.0,53.7,68.0,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV3.2-REI120-CV30-X80-H220-6.0,107.4,136.0,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV4-REI120-CV30-X80-H220-6.0,52.0,90.7,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV4.2-REI120-CV30-X80-H220-6.0,104.0,181.4,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV5-REI120-CV30-X80-H220-6.0,48.5,139.1,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV5.2-REI120-CV30-X80-H220-6.0,97.0,278.2,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV1-REI120-CV35-X80-H230-6.0,58.7,26.1,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV1.2-REI120-CV35-X80-H230-6.0,117.4,52.2,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV2-REI120-CV35-X80-H230-6.0,57.1,46.4,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV2.2-REI120-CV35-X80-H230-6.0,114.2,92.8,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV3-REI120-CV35-X80-H230-6.0,55.5,68.0,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV3.2-REI120-CV35-X80-H230-6.0,111.0,136.0,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV4-REI120-CV35-X80-H230-6.0,53.8,90.7,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV4.2-REI120-CV35-X80-H230-6.0,107.6,181.4,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV5-REI120-CV35-X80-H230-6.0,50.1,139.1,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV5.2-REI120-CV35-X80-H230-6.0,100.2,278.2,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV1-REI120-CV30-X80-H230-6.0,60.6,26.1,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV1.2-REI120-CV30-X80-H230-6.0,121.2,52.2,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV2-REI120-CV30-X80-H230-6.0,59.0,46.4,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV2.2-REI120-CV30-X80-H230-6.0,118.0,92.8,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV3-REI120-CV30-X80-H230-6.0,57.3,68.0,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV3.2-REI120-CV30-X80-H230-6.0,114.6,136.0,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV4-REI120-CV30-X80-H230-6.0,55.6,90.7,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV4.2-REI120-CV30-X80-H230-6.0,111.2,181.4,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV5-REI120-CV30-X80-H230-6.0,51.8,139.1,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV5.2-REI120-CV30-X80-H230-6.0,103.6,278.2,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV1-REI120-CV35-X80-H240-6.0,62.6,26.1,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV1.2-REI120-CV35-X80-H240-6.0,125.2,52.2,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV2-REI120-CV35-X80-H240-6.0,60.9,46.4,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV2.2-REI120-CV35-X80-H240-6.0,121.8,92.8,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV3-REI120-CV35-X80-H240-6.0,59.2,68.0,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV3.2-REI120-CV35-X80-H240-6.0,118.4,136.0,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV4-REI120-CV35-X80-H240-6.0,57.4,90.7,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV4.2-REI120-CV35-X80-H240-6.0,114.8,181.4,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV5-REI120-CV35-X80-H240-6.0,53.5,139.1,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV5.2-REI120-CV35-X80-H240-6.0,107.0,278.2,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV1-REI120-CV30-X80-H240-6.0,64.5,26.1,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV1.2-REI120-CV30-X80-H240-6.0,129.0,52.2,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV2-REI120-CV30-X80-H240-6.0,62.8,46.4,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV2.2-REI120-CV30-X80-H240-6.0,125.6,92.8,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV3-REI120-CV30-X80-H240-6.0,61.0,68.0,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV3.2-REI120-CV30-X80-H240-6.0,122.0,136.0,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV4-REI120-CV30-X80-H240-6.0,59.1,90.7,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV4.2-REI120-CV30-X80-H240-6.0,118.2,181.4,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV5-REI120-CV30-X80-H240-6.0,55.1,139.1,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV5.2-REI120-CV30-X80-H240-6.0,110.2,278.2,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV1-REI120-CV35-X80-H250-6.0,66.4,26.1,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV1.2-REI120-CV35-X80-H250-6.0,132.8,52.2,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV2-REI120-CV35-X80-H250-6.0,64.7,46.4,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV2.2-REI120-CV35-X80-H250-6.0,129.4,92.8,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV3-REI120-CV35-X80-H250-6.0,62.9,68.0,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV3.2-REI120-CV35-X80-H250-6.0,125.8,136.0,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV4-REI120-CV35-X80-H250-6.0,60.9,90.7,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV4.2-REI120-CV35-X80-H250-6.0,121.8,181.4,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV5-REI120-CV35-X80-H250-6.0,56.8,139.1,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV5.2-REI120-CV35-X80-H250-6.0,113.6,278.2,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV1-REI120-CV30-X80-H250-6.0,68.4,26.1,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV1.2-REI120-CV30-X80-H250-6.0,136.8,52.2,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV2-REI120-CV30-X80-H250-6.0,66.6,46.4,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV2.2-REI120-CV30-X80-H250-6.0,133.2,92.8,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV3-REI120-CV30-X80-H250-6.0,64.7,68.0,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV3.2-REI120-CV30-X80-H250-6.0,129.4,136.0,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV4-REI120-CV30-X80-H250-6.0,62.7,90.7,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV4.2-REI120-CV30-X80-H250-6.0,125.4,181.4,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV5-REI120-CV30-X80-H250-6.0,58.4,139.1,Schock_Isokorb_T_Typ_D_6.0_6
T-D-MM6-VV5.2-REI120-CV30-X80-H250-6.0,116.8,278.2,Schock_Isokorb_T_Typ_D_6.0_6
T-K-M1-V1-REI120-CV35-X80-H160-6.2,8.0,34.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M1-V2-REI120-CV35-X80-H160-6.2,8.0,61.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M2-V1-REI120-CV35-X80-H160-6.2,15.7,34.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M2-V2-REI120-CV35-X80-H160-6.2,15.7,61.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M3-V1-REI120-CV35-X80-H160-6.2,20.5,43.5,Schock_Isokorb_T_Typ_K_6.2
T-K-M3-V2-REI120-CV35-X80-H160-6.2,20.5,77.3,Schock_Isokorb_T_Typ_K_6.2
T-K-M3-V3-REI120-CV35-X80-H160-6.2,20.5,123.6,Schock_Isokorb_T_Typ_K_6.2
T-K-M4-V1-REI120-CV35-X80-H160-6.2,23.8,43.5,Schock_Isokorb_T_Typ_K_6.2
T-K-M4-V2-REI120-CV35-X80-H160-6.2,23.8,77.3,Schock_Isokorb_T_Typ_K_6.2
T-K-M4-V3-REI120-CV35-X80-H160-6.2,23.8,123.6,Schock_Isokorb_T_Typ_K_6.2
T-K-M4-VV1-REI120-CV35-X80-H160-6.2,23.8,61.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M5-V1-REI120-CV35-X80-H160-6.2,26.1,43.5,Schock_Isokorb_T_Typ_K_6.2
T-K-M5-V2-REI120-CV35-X80-H160-6.2,26.1,77.3,Schock_Isokorb_T_Typ_K_6.2
T-K-M5-V3-REI120-CV35-X80-H160-6.2,26.1,123.6,Schock_Isokorb_T_Typ_K_6.2
T-K-M5-VV1-REI120-CV35-X80-H160-6.2,26.1,61.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M6-V1-REI120-CV35-X80-H160-6.2,28.7,43.5,Schock_Isokorb_T_Typ_K_6.2
T-K-M6-V2-REI120-CV35-X80-H160-6.2,28.7,77.3,Schock_Isokorb_T_Typ_K_6.2
T-K-M6-V3-REI120-CV35-X80-H160-6.2,28.7,123.6,Schock_Isokorb_T_Typ_K_6.2
T-K-M6-VV1-REI120-CV35-X80-H160-6.2,28.7,61.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M1-V1-REI120-CV30-X80-H160-6.2,8.5,34.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M1-V2-REI120-CV30-X80-H160-6.2,8.5,61.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M2-V1-REI120-CV30-X80-H160-6.2,16.6,34.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M2-V2-REI120-CV30-X80-H160-6.2,16.6,61.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M3-V1-REI120-CV30-X80-H160-6.2,21.7,43.5,Schock_Isokorb_T_Typ_K_6.2
T-K-M3-V2-REI120-CV30-X80-H160-6.2,21.7,77.3,Schock_Isokorb_T_Typ_K_6.2
T-K-M3-V3-REI120-CV30-X80-H160-6.2,21.7,123.6,Schock_Isokorb_T_Typ_K_6.2
T-K-M4-V1-REI120-CV30-X80-H160-6.2,25.2,43.5,Schock_Isokorb_T_Typ_K_6.2
T-K-M4-V2-REI120-CV30-X80-H160-6.2,25.2,77.3,Schock_Isokorb_T_Typ_K_6.2
T-K-M4-V3-REI120-CV30-X80-H160-6.2,25.2,123.6,Schock_Isokorb_T_Typ_K_6.2
T-K-M4-VV1-REI120-CV30-X80-H160-6.2,25.2,61.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M5-V1-REI120-CV30-X80-H160-6.2,27.7,43.5,Schock_Isokorb_T_Typ_K_6.2
T-K-M5-V2-REI120-CV30-X80-H160-6.2,27.7,77.3,Schock_Isokorb_T_Typ_K_6.2
T-K-M5-V3-REI120-CV30-X80-H160-6.2,27.7,123.6,Schock_Isokorb_T_Typ_K_6.2
T-K-M5-VV1-REI120-CV30-X80-H160-6.2,27.7,61.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M6-V1-REI120-CV30-X80-H160-6.2,30.4,43.5,Schock_Isokorb_T_Typ_K_6.2
T-K-M6-V2-REI120-CV30-X80-H160-6.2,30.4,77.3,Schock_Isokorb_T_Typ_K_6.2
T-K-M6-V3-REI120-CV30-X80-H160-6.2,30.4,123.6,Schock_Isokorb_T_Typ_K_6.2
T-K-M6-VV1-REI120-CV30-X80-H160-6.2,30.4,61.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M1-V1-REI120-CV50-X80-H180-6.2,8.5,34.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M1-V2-REI120-CV50-X80-H180-6.2,8.5,61.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M2-V1-REI120-CV50-X80-H180-6.2,16.6,34.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M2-V2-REI120-CV50-X80-H180-6.2,16.6,61.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M3-V1-REI120-CV50-X80-H180-6.2,21.7,43.5,Schock_Isokorb_T_Typ_K_6.2
T-K-M3-V2-REI120-CV50-X80-H180-6.2,21.7,77.3,Schock_Isokorb_T_Typ_K_6.2
T-K-M3-V3-REI120-CV50-X80-H180-6.2,21.7,123.6,Schock_Isokorb_T_Typ_K_6.2
T-K-M4-V1-REI120-CV50-X80-H180-6.2,25.2,43.5,Schock_Isokorb_T_Typ_K_6.2
T-K-M4-V2-REI120-CV50-X80-H180-6.2,25.2,77.3,Schock_Isokorb_T_Typ_K_6.2
T-K-M4-V3-REI120-CV50-X80-H180-6.2,25.2,123.6,Schock_Isokorb_T_Typ_K_6.2
T-K-M4-VV1-REI120-CV50-X80-H180-6.2,25.2,61.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M5-V1-REI120-CV50-X80-H180-6.2,27.7,43.5,Schock_Isokorb_T_Typ_K_6.2
T-K-M5-V2-REI120-CV50-X80-H180-6.2,27.7,77.3,Schock_Isokorb_T_Typ_K_6.2
T-K-M5-V3-REI120-CV50-X80-H180-6.2,27.7,123.6,Schock_Isokorb_T_Typ_K_6.2
T-K-M5-VV1-REI120-CV50-X80-H180-6.2,27.7,61.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M6-V1-REI120-CV50-X80-H180-6.2,30.4,43.5,Schock_Isokorb_T_Typ_K_6.2
T-K-M6-V2-REI120-CV50-X80-H180-6.2,30.4,77.3,Schock_Isokorb_T_Typ_K_6.2
T-K-M6-V3-REI120-CV50-X80-H180-6.2,30.4,123.6,Schock_Isokorb_T_Typ_K_6.2
T-K-M6-VV1-REI120-CV50-X80-H180-6.2,30.4,61.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M1-V1-REI120-CV35-X80-H170-6.2,8.9,34.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M1-V2-REI120-CV35-X80-H170-6.2,8.9,61.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M2-V1-REI120-CV35-X80-H170-6.2,17.5,34.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M2-V2-REI120-CV35-X80-H170-6.2,17.5,61.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M3-V1-REI120-CV35-X80-H170-6.2,23.0,43.5,Schock_Isokorb_T_Typ_K_6.2
T-K-M3-V2-REI120-CV35-X80-H170-6.2,23.0,77.3,Schock_Isokorb_T_Typ_K_6.2
T-K-M3-V3-REI120-CV35-X80-H170-6.2,23.0,123.6,Schock_Isokorb_T_Typ_K_6.2
T-K-M4-V1-REI120-CV35-X80-H170-6.2,26.5,43.5,Schock_Isokorb_T_Typ_K_6.2
T-K-M4-V2-REI120-CV35-X80-H170-6.2,26.5,77.3,Schock_Isokorb_T_Typ_K_6.2
T-K-M4-V3-REI120-CV35-X80-H170-6.2,26.5,123.6,Schock_Isokorb_T_Typ_K_6.2
T-K-M4-VV1-REI120-CV35-X80-H170-6.2,26.5,61.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M5-V1-REI120-CV35-X80-H170-6.2,29.3,43.5,Schock_Isokorb_T_Typ_K_6.2
T-K-M5-V2-REI120-CV35-X80-H170-6.2,29.3,77.3,Schock_Isokorb_T_Typ_K_6.2
T-K-M5-V3-REI120-CV35-X80-H170-6.2,29.3,123.6,Schock_Isokorb_T_Typ_K_6.2
T-K-M5-VV1-REI120-CV35-X80-H170-6.2,29.3,61.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M6-V1-REI120-CV35-X80-H170-6.2,32.3,43.5,Schock_Isokorb_T_Typ_K_6.2
T-K-M6-V2-REI120-CV35-X80-H170-6.2,32.3,77.3,Schock_Isokorb_T_Typ_K_6.2
T-K-M6-V3-REI120-CV35-X80-H170-6.2,32.3,123.6,Schock_Isokorb_T_Typ_K_6.2
T-K-M6-VV1-REI120-CV35-X80-H170-6.2,32.3,61.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M1-V1-REI120-CV30-X80-H170-6.2,9.4,34.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M1-V2-REI120-CV30-X80-H170-6.2,9.4,61.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M2-V1-REI120-CV30-X80-H170-6.2,18.4,34.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M2-V2-REI120-CV30-X80-H170-6.2,18.4,61.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M3-V1-REI120-CV30-X80-H170-6.2,24.2,43.5,Schock_Isokorb_T_Typ_K_6.2
T-K-M3-V2-REI120-CV30-X80-H170-6.2,24.2,77.3,Schock_Isokorb_T_Typ_K_6.2
T-K-M3-V3-REI120-CV30-X80-H170-6.2,24.2,123.6,Schock_Isokorb_T_Typ_K_6.2
T-K-M4-V1-REI120-CV30-X80-H170-6.2,27.9,43.5,Schock_Isokorb_T_Typ_K_6.2
T-K-M4-V2-REI120-CV30-X80-H170-6.2,27.9,77.3,Schock_Isokorb_T_Typ_K_6.2
T-K-M4-V3-REI120-CV30-X80-H170-6.2,27.9,123.6,Schock_Isokorb_T_Typ_K_6.2
T-K-M4-VV1-REI120-CV30-X80-H170-6.2,27.9,61.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M5-V1-REI120-CV30-X80-H170-6.2,30.8,43.5,Schock_Isokorb_T_Typ_K_6.2
T-K-M5-V2-REI120-CV30-X80-H170-6.2,30.8,77.3,Schock_Isokorb_T_Typ_K_6.2
T-K-M5-V3-REI120-CV30-X80-H170-6.2,30.8,123.6,Schock_Isokorb_T_Typ_K_6.2
T-K-M5-VV1-REI120-CV30-X80-H170-6.2,30.8,61.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M6-V1-REI120-CV30-X80-H170-6.2,34.0,43.5,Schock_Isokorb_T_Typ_K_6.2
T-K-M6-V2-REI120-CV30-X80-H170-6.2,34.0,77.3,Schock_Isokorb_T_Typ_K_6.2
T-K-M6-V3-REI120-CV30-X80-H170-6.2,34.0,123.6,Schock_Isokorb_T_Typ_K_6.2
T-K-M6-VV1-REI120-CV30-X80-H170-6.2,34.0,61.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M1-V1-REI120-CV50-X80-H190-6.2,9.4,34.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M1-V2-REI120-CV50-X80-H190-6.2,9.4,61.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M2-V1-REI120-CV50-X80-H190-6.2,18.4,34.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M2-V2-REI120-CV50-X80-H190-6.2,18.4,61.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M3-V1-REI120-CV50-X80-H190-6.2,24.2,43.5,Schock_Isokorb_T_Typ_K_6.2
T-K-M3-V2-REI120-CV50-X80-H190-6.2,24.2,77.3,Schock_Isokorb_T_Typ_K_6.2
T-K-M3-V3-REI120-CV50-X80-H190-6.2,24.2,123.6,Schock_Isokorb_T_Typ_K_6.2
T-K-M4-V1-REI120-CV50-X80-H190-6.2,27.9,43.5,Schock_Isokorb_T_Typ_K_6.2
T-K-M4-V2-REI120-CV50-X80-H190-6.2,27.9,77.3,Schock_Isokorb_T_Typ_K_6.2
T-K-M4-V3-REI120-CV50-X80-H190-6.2,27.9,123.6,Schock_Isokorb_T_Typ_K_6.2
T-K-M4-VV1-REI120-CV50-X80-H190-6.2,27.9,61.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M5-V1-REI120-CV50-X80-H190-6.2,30.8,43.5,Schock_Isokorb_T_Typ_K_6.2
T-K-M5-V2-REI120-CV50-X80-H190-6.2,30.8,77.3,Schock_Isokorb_T_Typ_K_6.2
T-K-M5-V3-REI120-CV50-X80-H190-6.2,30.8,123.6,Schock_Isokorb_T_Typ_K_6.2
T-K-M5-VV1-REI120-CV50-X80-H190-6.2,30.8,61.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M6-V1-REI120-CV50-X80-H190-6.2,34.0,43.5,Schock_Isokorb_T_Typ_K_6.2
T-K-M6-V2-REI120-CV50-X80-H190-6.2,34.0,77.3,Schock_Isokorb_T_Typ_K_6.2
T-K-M6-V3-REI120-CV50-X80-H190-6.2,34.0,123.6,Schock_Isokorb_T_Typ_K_6.2
T-K-M6-VV1-REI120-CV50-X80-H190-6.2,34.0,61.8,Schock_Isokorb_T_Typ_K_6.2
T-K-M1-V1-REI120-CV35-X80-H180-6.2,9.9,34.8,Schock_Isokorb_T_Typ_K_6.2
